agency_cd,site_no,Date,Discharge_CFS,Discharge_Code,Discharge_CMS
USGS,02296750,2009-12-16,513,A,14.527
USGS,02296750,2009-12-17,476,A,13.479
USGS,02296750,2009-12-18,461,A,13.054
USGS,02296750,2009-12-19,498,A,14.102
USGS,02296750,2009-12-20,625,A,17.698
USGS,02296750,2009-12-21,618,A,17.5
USGS,02296750,2009-12-22,544,A,15.404
USGS,02296750,2009-12-23,496,A,14.045
USGS,02296750,2009-12-24,458,A,12.969
USGS,02296750,2009-12-25,424,A,12.006
USGS,02296750,2009-12-26,417,A,11.808
USGS,02296750,2009-12-27,423,A,11.978
USGS,02296750,2009-12-28,416,A,11.78
USGS,02296750,2009-12-29,401,A,11.355
USGS,02296750,2009-12-30,384,A,10.874
USGS,02296750,2009-12-31,373,A,10.562
USGS,02296750,2010-01-01,372,A,10.534
USGS,02296750,2010-01-02,425,A,12.035
USGS,02296750,2010-01-03,486,A,13.762
USGS,02296750,2010-01-04,457,A,12.941
USGS,02296750,2010-01-05,433,A,12.261
USGS,02296750,2010-01-06,409,A,11.582
USGS,02296750,2010-01-07,404,A,11.44
USGS,02296750,2010-01-08,421,A,11.921
USGS,02296750,2010-01-09,434,A,12.29
USGS,02296750,2010-01-10,445,A,12.601
USGS,02296750,2010-01-11,488,A,13.819
USGS,02296750,2010-01-12,521,A,14.753
USGS,02296750,2010-01-13,546,A,15.461
USGS,02296750,2010-01-14,527,A,14.923
USGS,02296750,2010-01-15,497,A,14.073
USGS,02296750,2010-01-16,462,A,13.082
USGS,02296750,2010-01-17,434,A,12.29
USGS,02296750,2010-01-18,415,A,11.751
USGS,02296750,2010-01-19,399,A,11.298
USGS,02296750,2010-01-20,380,A,10.76
USGS,02296750,2010-01-21,364,A,10.307
USGS,02296750,2010-01-22,358,A,10.137
USGS,02296750,2010-01-23,384,A,10.874
USGS,02296750,2010-01-24,484,A,13.705
USGS,02296750,2010-01-25,512,A,14.498
USGS,02296750,2010-01-26,530,A,15.008
USGS,02296750,2010-01-27,531,A,15.036
USGS,02296750,2010-01-28,489,A,13.847
USGS,02296750,2010-01-29,459,A,12.997
USGS,02296750,2010-01-30,434,A,12.29
USGS,02296750,2010-01-31,417,A,11.808
USGS,02296750,2010-02-01,411,A,11.638
USGS,02296750,2010-02-02,418,A,11.836
USGS,02296750,2010-02-03,439,A,12.431
USGS,02296750,2010-02-04,455,A,12.884
USGS,02296750,2010-02-05,447,A,12.658
USGS,02296750,2010-02-06,552,A,15.631
USGS,02296750,2010-02-07,835,A,23.645
USGS,02296750,2010-02-08,775,A,21.946
USGS,02296750,2010-02-09,693,A,19.624
USGS,02296750,2010-02-10,646,A,18.293
USGS,02296750,2010-02-11,604,A,17.103
USGS,02296750,2010-02-12,577,A,16.339
USGS,02296750,2010-02-13,701,A,19.85
USGS,02296750,2010-02-14,872,A,24.692
USGS,02296750,2010-02-15,820,A,23.22
USGS,02296750,2010-02-16,739,A,20.926
USGS,02296750,2010-02-17,672,A,19.029
USGS,02296750,2010-02-18,612,A,17.33
USGS,02296750,2010-02-19,552,A,15.631
USGS,02296750,2010-02-20,500,A,14.158
USGS,02296750,2010-02-21,461,A,13.054
USGS,02296750,2010-02-22,425,A,12.035
USGS,02296750,2010-02-23,397,A,11.242
USGS,02296750,2010-02-24,383,A,10.845
USGS,02296750,2010-02-25,376,A,10.647
USGS,02296750,2010-02-26,375,A,10.619
USGS,02296750,2010-02-27,365,A,10.336
USGS,02296750,2010-02-28,365,A,10.336
USGS,02296750,2010-03-01,373,A,10.562
USGS,02296750,2010-03-02,365,A,10.336
USGS,02296750,2010-03-03,357,A,10.109
USGS,02296750,2010-03-04,352,A,9.968
USGS,02296750,2010-03-05,332,A,9.401
USGS,02296750,2010-03-06,312,A,8.835
USGS,02296750,2010-03-07,305,A,8.637
USGS,02296750,2010-03-08,295,A,8.353
USGS,02296750,2010-03-09,278,A,7.872
USGS,02296750,2010-03-10,263,A,7.447
USGS,02296750,2010-03-11,255,A,7.221
USGS,02296750,2010-03-12,440,A,12.459
USGS,02296750,2010-03-13,1390,A,39.36
USGS,02296750,2010-03-14,1850,A,52.386
USGS,02296750,2010-03-15,1780,A,50.404
USGS,02296750,2010-03-16,1500,A,42.475
USGS,02296750,2010-03-17,1260,A,35.679
USGS,02296750,2010-03-18,1090,A,30.865
USGS,02296750,2010-03-19,950,A,26.901
USGS,02296750,2010-03-20,825,A,23.361
USGS,02296750,2010-03-21,757,A,21.436
USGS,02296750,2010-03-22,1120,A,31.715
USGS,02296750,2010-03-23,1460,A,41.343
USGS,02296750,2010-03-24,1380,A,39.077
USGS,02296750,2010-03-25,1180,A,33.414
USGS,02296750,2010-03-26,1040,A,29.45
USGS,02296750,2010-03-27,1050,A,29.733
USGS,02296750,2010-03-28,1110,A,31.432
USGS,02296750,2010-03-29,1660,A,47.006
USGS,02296750,2010-03-30,2480,A,70.226
USGS,02296750,2010-03-31,2810,A,79.57
USGS,02296750,2010-04-01,2760,A,78.154
USGS,02296750,2010-04-02,2470,A,69.943
USGS,02296750,2010-04-03,2160,A,61.164
USGS,02296750,2010-04-04,1870,A,52.953
USGS,02296750,2010-04-05,1610,A,45.59
USGS,02296750,2010-04-06,1380,A,39.077
USGS,02296750,2010-04-07,1190,A,33.697
USGS,02296750,2010-04-08,1010,A,28.6
USGS,02296750,2010-04-09,871,A,24.664
USGS,02296750,2010-04-10,746,A,21.124
USGS,02296750,2010-04-11,640,A,18.123
USGS,02296750,2010-04-12,561,A,15.886
USGS,02296750,2010-04-13,495,A,14.017
USGS,02296750,2010-04-14,445,A,12.601
USGS,02296750,2010-04-15,408,A,11.553
USGS,02296750,2010-04-16,372,A,10.534
USGS,02296750,2010-04-17,346,A,9.798
USGS,02296750,2010-04-18,338,A,9.571
USGS,02296750,2010-04-19,344,A,9.741
USGS,02296750,2010-04-20,363,A,10.279
USGS,02296750,2010-04-21,347,A,9.826
USGS,02296750,2010-04-22,333,A,9.43
USGS,02296750,2010-04-23,326,A,9.231
USGS,02296750,2010-04-24,308,A,8.722
USGS,02296750,2010-04-25,290,A,8.212
USGS,02296750,2010-04-26,336,A,9.514
USGS,02296750,2010-04-27,462,A,13.082
USGS,02296750,2010-04-28,517,A,14.64
USGS,02296750,2010-04-29,467,A,13.224
USGS,02296750,2010-04-30,435,A,12.318
USGS,02296750,2010-05-01,409,A,11.582
USGS,02296750,2010-05-02,379,A,10.732
USGS,02296750,2010-05-03,347,A,9.826
USGS,02296750,2010-05-04,315,A,8.92
USGS,02296750,2010-05-05,292,A,8.269
USGS,02296750,2010-05-06,265,A,7.504
USGS,02296750,2010-05-07,242,A,6.853
USGS,02296750,2010-05-08,225,A,6.371
USGS,02296750,2010-05-09,216,A,6.116
USGS,02296750,2010-05-10,189,A,5.352
USGS,02296750,2010-05-11,161,A,4.559
USGS,02296750,2010-05-12,148,A,4.191
USGS,02296750,2010-05-13,142,A,4.021
USGS,02296750,2010-05-14,132,A,3.738
USGS,02296750,2010-05-15,120,A,3.398
USGS,02296750,2010-05-16,122,A,3.455
USGS,02296750,2010-05-17,143,A,4.049
USGS,02296750,2010-05-18,214,A,6.06
USGS,02296750,2010-05-19,329,A,9.316
USGS,02296750,2010-05-20,258,A,7.306
USGS,02296750,2010-05-21,212,A,6.003
USGS,02296750,2010-05-22,192,A,5.437
USGS,02296750,2010-05-23,175,A,4.955
USGS,02296750,2010-05-24,152,A,4.304
USGS,02296750,2010-05-25,149,A,4.219
USGS,02296750,2010-05-26,137,A,3.879
USGS,02296750,2010-05-27,120,A,3.398
USGS,02296750,2010-05-28,107,A,3.03
USGS,02296750,2010-05-29,140,A,3.964
USGS,02296750,2010-05-30,235,A,6.654
USGS,02296750,2010-05-31,295,A,8.353
USGS,02296750,2010-06-01,306,A,8.665
USGS,02296750,2010-06-02,243,A,6.881
USGS,02296750,2010-06-03,208,A,5.89
USGS,02296750,2010-06-04,232,A,6.57
USGS,02296750,2010-06-05,249,A,7.051
USGS,02296750,2010-06-06,245,A,6.938
USGS,02296750,2010-06-07,331,A,9.373
USGS,02296750,2010-06-08,320,A,9.061
USGS,02296750,2010-06-09,290,A,8.212
USGS,02296750,2010-06-10,249,A,7.051
USGS,02296750,2010-06-11,211,A,5.975
USGS,02296750,2010-06-12,178,A,5.04
USGS,02296750,2010-06-13,155,A,4.389
USGS,02296750,2010-06-14,156,A,4.417
USGS,02296750,2010-06-15,151,A,4.276
USGS,02296750,2010-06-16,152,A,4.304
USGS,02296750,2010-06-17,176,A,4.984
USGS,02296750,2010-06-18,168,A,4.757
USGS,02296750,2010-06-19,326,A,9.231
USGS,02296750,2010-06-20,539,A,15.263
USGS,02296750,2010-06-21,493,A,13.96
USGS,02296750,2010-06-22,607,A,17.188
USGS,02296750,2010-06-23,640,A,18.123
USGS,02296750,2010-06-24,557,A,15.772
USGS,02296750,2010-06-25,511,A,14.47
USGS,02296750,2010-06-26,468,A,13.252
USGS,02296750,2010-06-27,440,A,12.459
USGS,02296750,2010-06-28,421,A,11.921
USGS,02296750,2010-06-29,438,A,12.403
USGS,02296750,2010-06-30,437,A,12.374
USGS,02296750,2010-07-01,447,A,12.658
USGS,02296750,2010-07-02,535,A,15.15
USGS,02296750,2010-07-03,646,A,18.293
USGS,02296750,2010-07-04,1150,A,32.564
USGS,02296750,2010-07-05,2010,A,56.917
USGS,02296750,2010-07-06,2650,A,75.04
USGS,02296750,2010-07-07,3100,A,87.782
USGS,02296750,2010-07-08,3230,A,91.463
USGS,02296750,2010-07-09,3100,A,87.782
USGS,02296750,2010-07-10,2850,A,80.703
USGS,02296750,2010-07-11,2570,A,72.774
USGS,02296750,2010-07-12,2300,A,65.129
USGS,02296750,2010-07-13,2050,A,58.05
USGS,02296750,2010-07-14,1810,A,51.253
USGS,02296750,2010-07-15,1620,A,45.873
USGS,02296750,2010-07-16,1460,A,41.343
USGS,02296750,2010-07-17,1320,A,37.378
USGS,02296750,2010-07-18,1180,A,33.414
USGS,02296750,2010-07-19,1030,A,29.166
USGS,02296750,2010-07-20,876,A,24.806
USGS,02296750,2010-07-21,752,A,21.294
USGS,02296750,2010-07-22,658,A,18.632
USGS,02296750,2010-07-23,585,A,16.565
USGS,02296750,2010-07-24,592,A,16.764
USGS,02296750,2010-07-25,644,A,18.236
USGS,02296750,2010-07-26,702,A,19.878
USGS,02296750,2010-07-27,672,A,19.029
USGS,02296750,2010-07-28,588,A,16.65
USGS,02296750,2010-07-29,591,A,16.735
USGS,02296750,2010-07-30,609,A,17.245
USGS,02296750,2010-07-31,492,A,13.932
USGS,02296750,2010-08-01,422,A,11.95
USGS,02296750,2010-08-02,658,A,18.632
USGS,02296750,2010-08-03,1020,A,28.883
USGS,02296750,2010-08-04,934,A,26.448
USGS,02296750,2010-08-05,870,A,24.636
USGS,02296750,2010-08-06,974,A,27.581
USGS,02296750,2010-08-07,1150,A,32.564
USGS,02296750,2010-08-08,946,A,26.788
USGS,02296750,2010-08-09,1260,A,35.679
USGS,02296750,2010-08-10,1450,A,41.059
USGS,02296750,2010-08-11,1390,A,39.36
USGS,02296750,2010-08-12,1840,A,52.103
USGS,02296750,2010-08-13,1780,A,50.404
USGS,02296750,2010-08-14,1320,A,37.378
USGS,02296750,2010-08-15,918,A,25.995
USGS,02296750,2010-08-16,704,A,19.935
USGS,02296750,2010-08-17,611,A,17.302
USGS,02296750,2010-08-18,692,A,19.595
USGS,02296750,2010-08-19,638,A,18.066
USGS,02296750,2010-08-20,546,A,15.461
USGS,02296750,2010-08-21,495,A,14.017
USGS,02296750,2010-08-22,467,A,13.224
USGS,02296750,2010-08-23,1020,A,28.883
USGS,02296750,2010-08-24,1970,A,55.784
USGS,02296750,2010-08-25,2270,A,64.279
USGS,02296750,2010-08-26,2610,A,73.907
USGS,02296750,2010-08-27,2970,A,84.101
USGS,02296750,2010-08-28,3350,A,94.861
USGS,02296750,2010-08-29,3740,A,105.905
USGS,02296750,2010-08-30,3800,A,107.604
USGS,02296750,2010-08-31,3660,A,103.64
USGS,02296750,2010-09-01,3350,A,94.861
USGS,02296750,2010-09-02,3000,A,84.951
USGS,02296750,2010-09-03,2630,A,74.473
USGS,02296750,2010-09-04,2250,A,63.713
USGS,02296750,2010-09-05,1900,A,53.802
USGS,02296750,2010-09-06,1670,A,47.289
USGS,02296750,2010-09-07,1860,A,52.669
USGS,02296750,2010-09-08,2090,A,59.182
USGS,02296750,2010-09-09,2190,A,62.014
USGS,02296750,2010-09-10,2150,A,60.881
USGS,02296750,2010-09-11,2220,A,62.863
USGS,02296750,2010-09-12,2380,A,67.394
USGS,02296750,2010-09-13,2360,A,66.828
USGS,02296750,2010-09-14,2330,A,65.978
USGS,02296750,2010-09-15,2350,A,66.545
USGS,02296750,2010-09-16,2320,A,65.695
USGS,02296750,2010-09-17,2140,A,60.598
USGS,02296750,2010-09-18,1830,A,51.82
USGS,02296750,2010-09-19,1550,A,43.891
USGS,02296750,2010-09-20,1310,A,37.095
USGS,02296750,2010-09-21,1100,A,31.149
USGS,02296750,2010-09-22,930,A,26.335
USGS,02296750,2010-09-23,796,A,22.54
USGS,02296750,2010-09-24,704,A,19.935
USGS,02296750,2010-09-25,633,A,17.925
USGS,02296750,2010-09-26,582,A,16.48
USGS,02296750,2010-09-27,568,A,16.084
USGS,02296750,2010-09-28,552,A,15.631
USGS,02296750,2010-09-29,626,A,17.726
USGS,02296750,2010-09-30,662,A,18.746
USGS,02296750,2010-10-01,605,A,17.132
USGS,02296750,2010-10-02,544,A,15.404
USGS,02296750,2010-10-03,502,A,14.215
USGS,02296750,2010-10-04,465,A,13.167
USGS,02296750,2010-10-05,415,A,11.751
USGS,02296750,2010-10-06,368,A,10.421
USGS,02296750,2010-10-07,331,A,9.373
USGS,02296750,2010-10-08,304,A,8.608
USGS,02296750,2010-10-09,282,A,7.985
USGS,02296750,2010-10-10,265,A,7.504
USGS,02296750,2010-10-11,248,A,7.023
USGS,02296750,2010-10-12,238,A,6.739
USGS,02296750,2010-10-13,227,A,6.428
USGS,02296750,2010-10-14,217,A,6.145
USGS,02296750,2010-10-15,211,A,5.975
USGS,02296750,2010-10-16,199,A,5.635
USGS,02296750,2010-10-17,181,A,5.125
USGS,02296750,2010-10-18,170,A,4.814
USGS,02296750,2010-10-19,161,A,4.559
USGS,02296750,2010-10-20,163,A,4.616
USGS,02296750,2010-10-21,157,A,4.446
USGS,02296750,2010-10-22,147,A,4.163
USGS,02296750,2010-10-23,141,A,3.993
USGS,02296750,2010-10-24,140,A,3.964
USGS,02296750,2010-10-25,136,A,3.851
USGS,02296750,2010-10-26,131,A,3.71
USGS,02296750,2010-10-27,129,A,3.653
USGS,02296750,2010-10-28,134,A,3.794
USGS,02296750,2010-10-29,124,A,3.511
USGS,02296750,2010-10-30,118,A,3.341
USGS,02296750,2010-10-31,115,A,3.256
USGS,02296750,2010-11-01,111,A,3.143
USGS,02296750,2010-11-02,119,A,3.37
USGS,02296750,2010-11-03,117,A,3.313
USGS,02296750,2010-11-04,190,A,5.38
USGS,02296750,2010-11-05,258,A,7.306
USGS,02296750,2010-11-06,322,A,9.118
USGS,02296750,2010-11-07,266,A,7.532
USGS,02296750,2010-11-08,220,A,6.23
USGS,02296750,2010-11-09,193,A,5.465
USGS,02296750,2010-11-10,176,A,4.984
USGS,02296750,2010-11-11,164,A,4.644
USGS,02296750,2010-11-12,153,A,4.332
USGS,02296750,2010-11-13,141,A,3.993
USGS,02296750,2010-11-14,131,A,3.71
USGS,02296750,2010-11-15,124,A,3.511
USGS,02296750,2010-11-16,119,A,3.37
USGS,02296750,2010-11-17,114,A,3.228
USGS,02296750,2010-11-18,114,A,3.228
USGS,02296750,2010-11-19,109,A,3.087
USGS,02296750,2010-11-20,107,A,3.03
USGS,02296750,2010-11-21,103,A,2.917
USGS,02296750,2010-11-22,99.3,A,2.812
USGS,02296750,2010-11-23,96.6,A,2.735
USGS,02296750,2010-11-24,93.6,A,2.65
USGS,02296750,2010-11-25,90.8,A,2.571
USGS,02296750,2010-11-26,89.3,A,2.529
USGS,02296750,2010-11-27,93.3,A,2.642
USGS,02296750,2010-11-28,98.1,A,2.778
USGS,02296750,2010-11-29,94.3,A,2.67
USGS,02296750,2010-11-30,91.6,A,2.594
USGS,02296750,2010-12-01,95.1,A,2.693
USGS,02296750,2010-12-02,92.7,A,2.625
USGS,02296750,2010-12-03,86.1,A,2.438
USGS,02296750,2010-12-04,83.8,A,2.373
USGS,02296750,2010-12-05,82.3,A,2.33
USGS,02296750,2010-12-06,82.5,A,2.336
USGS,02296750,2010-12-07,80.8,A,2.288
USGS,02296750,2010-12-08,83.6,A,2.367
USGS,02296750,2010-12-09,89.3,A,2.529
USGS,02296750,2010-12-10,95,A,2.69
USGS,02296750,2010-12-11,97.3,A,2.755
USGS,02296750,2010-12-12,95.9,A,2.716
USGS,02296750,2010-12-13,93.7,A,2.653
USGS,02296750,2010-12-14,91.1,A,2.58
USGS,02296750,2010-12-15,96.1,A,2.721
USGS,02296750,2010-12-16,111,A,3.143
USGS,02296750,2010-12-17,136,A,3.851
USGS,02296750,2010-12-18,156,A,4.417
USGS,02296750,2010-12-19,202,A,5.72
USGS,02296750,2010-12-20,261,A,7.391
USGS,02296750,2010-12-21,239,A,6.768
USGS,02296750,2010-12-22,211,A,5.975
USGS,02296750,2010-12-23,193,A,5.465
USGS,02296750,2010-12-24,177,A,5.012
USGS,02296750,2010-12-25,164,A,4.644
USGS,02296750,2010-12-26,155,A,4.389
USGS,02296750,2010-12-27,143,A,4.049
USGS,02296750,2010-12-28,140,A,3.964
USGS,02296750,2010-12-29,150,A,4.248
USGS,02296750,2010-12-30,176,A,4.984
USGS,02296750,2010-12-31,190,A,5.38
USGS,02296750,2011-01-01,181,A,5.125
USGS,02296750,2011-01-02,175,A,4.955
USGS,02296750,2011-01-03,165,A,4.672
USGS,02296750,2011-01-04,155,A,4.389
USGS,02296750,2011-01-05,146,A,4.134
USGS,02296750,2011-01-06,159,A,4.502
USGS,02296750,2011-01-07,187,A,5.295
USGS,02296750,2011-01-08,225,A,6.371
USGS,02296750,2011-01-09,205,A,5.805
USGS,02296750,2011-01-10,182,A,5.154
USGS,02296750,2011-01-11,168,A,4.757
USGS,02296750,2011-01-12,159,A,4.502
USGS,02296750,2011-01-13,158,A,4.474
USGS,02296750,2011-01-14,149,A,4.219
USGS,02296750,2011-01-15,143,A,4.049
USGS,02296750,2011-01-16,136,A,3.851
USGS,02296750,2011-01-17,136,A,3.851
USGS,02296750,2011-01-18,139,A,3.936
USGS,02296750,2011-01-19,178,A,5.04
USGS,02296750,2011-01-20,211,A,5.975
USGS,02296750,2011-01-21,208,A,5.89
USGS,02296750,2011-01-22,222,A,6.286
USGS,02296750,2011-01-23,267,A,7.561
USGS,02296750,2011-01-24,257,A,7.277
USGS,02296750,2011-01-25,259,A,7.334
USGS,02296750,2011-01-26,400,A,11.327
USGS,02296750,2011-01-27,735,A,20.813
USGS,02296750,2011-01-28,760,A,21.521
USGS,02296750,2011-01-29,630,A,17.84
USGS,02296750,2011-01-30,530,A,15.008
USGS,02296750,2011-01-31,466,A,13.196
USGS,02296750,2011-02-01,415,A,11.751
USGS,02296750,2011-02-02,374,A,10.591
USGS,02296750,2011-02-03,338,A,9.571
USGS,02296750,2011-02-04,314,A,8.891
USGS,02296750,2011-02-05,297,A,8.41
USGS,02296750,2011-02-06,280,A,7.929
USGS,02296750,2011-02-07,267,A,7.561
USGS,02296750,2011-02-08,262,A,7.419
USGS,02296750,2011-02-09,257,A,7.277
USGS,02296750,2011-02-10,248,A,7.023
USGS,02296750,2011-02-11,239,A,6.768
USGS,02296750,2011-02-12,240,A,6.796
USGS,02296750,2011-02-13,238,A,6.739
USGS,02296750,2011-02-14,225,A,6.371
USGS,02296750,2011-02-15,213,A,6.031
USGS,02296750,2011-02-16,200,A,5.663
USGS,02296750,2011-02-17,189,A,5.352
USGS,02296750,2011-02-18,177,A,5.012
USGS,02296750,2011-02-19,165,A,4.672
USGS,02296750,2011-02-20,155,A,4.389
USGS,02296750,2011-02-21,147,A,4.163
USGS,02296750,2011-02-22,139,A,3.936
USGS,02296750,2011-02-23,131,A,3.71
USGS,02296750,2011-02-24,125,A,3.54
USGS,02296750,2011-02-25,119,A,3.37
USGS,02296750,2011-02-26,114,A,3.228
USGS,02296750,2011-02-27,108,A,3.058
USGS,02296750,2011-02-28,102,A,2.888
USGS,02296750,2011-03-01,98.6,A,2.792
USGS,02296750,2011-03-02,101,A,2.86
USGS,02296750,2011-03-03,98.7,A,2.795
USGS,02296750,2011-03-04,94.5,A,2.676
USGS,02296750,2011-03-05,90.8,A,2.571
USGS,02296750,2011-03-06,87.5,A,2.478
USGS,02296750,2011-03-07,82.3,A,2.33
USGS,02296750,2011-03-08,77.6,A,2.197
USGS,02296750,2011-03-09,75.4,A,2.135
USGS,02296750,2011-03-10,90.7,A,2.568
USGS,02296750,2011-03-11,115,A,3.256
USGS,02296750,2011-03-12,195,A,5.522
USGS,02296750,2011-03-13,183,A,5.182
USGS,02296750,2011-03-14,153,A,4.332
USGS,02296750,2011-03-15,135,A,3.823
USGS,02296750,2011-03-16,123,A,3.483
USGS,02296750,2011-03-17,112,A,3.171
USGS,02296750,2011-03-18,101,A,2.86
USGS,02296750,2011-03-19,91.6,A,2.594
USGS,02296750,2011-03-20,84.9,A,2.404
USGS,02296750,2011-03-21,77.5,A,2.195
USGS,02296750,2011-03-22,72.1,A,2.042
USGS,02296750,2011-03-23,67.4,A,1.909
USGS,02296750,2011-03-24,63.6,A,1.801
USGS,02296750,2011-03-25,57.8,A,1.637
USGS,02296750,2011-03-26,52.7,A,1.492
USGS,02296750,2011-03-27,50.1,A,1.419
USGS,02296750,2011-03-28,75.9,A,2.149
USGS,02296750,2011-03-29,131,A,3.71
USGS,02296750,2011-03-30,383,A,10.845
USGS,02296750,2011-03-31,502,A,14.215
USGS,02296750,2011-04-01,600,A,16.99
USGS,02296750,2011-04-02,1010,A,28.6
USGS,02296750,2011-04-03,1260,A,35.679
USGS,02296750,2011-04-04,1310,A,37.095
USGS,02296750,2011-04-05,1230,A,34.83
USGS,02296750,2011-04-06,1130,A,31.998
USGS,02296750,2011-04-07,1080,A,30.582
USGS,02296750,2011-04-08,1030,A,29.166
USGS,02296750,2011-04-09,929,A,26.306
USGS,02296750,2011-04-10,826,A,23.39
USGS,02296750,2011-04-11,734,A,20.785
USGS,02296750,2011-04-12,648,A,18.349
USGS,02296750,2011-04-13,566,A,16.027
USGS,02296750,2011-04-14,498,A,14.102
USGS,02296750,2011-04-15,443,A,12.544
USGS,02296750,2011-04-16,390,A,11.044
USGS,02296750,2011-04-17,350,A,9.911
USGS,02296750,2011-04-18,314,A,8.891
USGS,02296750,2011-04-19,282,A,7.985
USGS,02296750,2011-04-20,252,A,7.136
USGS,02296750,2011-04-21,230,A,6.513
USGS,02296750,2011-04-22,222,A,6.286
USGS,02296750,2011-04-23,203,A,5.748
USGS,02296750,2011-04-24,190,A,5.38
USGS,02296750,2011-04-25,182,A,5.154
USGS,02296750,2011-04-26,178,A,5.04
USGS,02296750,2011-04-27,170,A,4.814
USGS,02296750,2011-04-28,163,A,4.616
USGS,02296750,2011-04-29,161,A,4.559
USGS,02296750,2011-04-30,149,A,4.219
USGS,02296750,2011-05-01,139,A,3.936
USGS,02296750,2011-05-02,129,A,3.653
USGS,02296750,2011-05-03,122,A,3.455
USGS,02296750,2011-05-04,114,A,3.228
USGS,02296750,2011-05-05,106,A,3.002
USGS,02296750,2011-05-06,97.9,A,2.772
USGS,02296750,2011-05-07,90.4,A,2.56
USGS,02296750,2011-05-08,84,A,2.379
USGS,02296750,2011-05-09,75.4,A,2.135
USGS,02296750,2011-05-10,70.2,A,1.988
USGS,02296750,2011-05-11,66.2,A,1.875
USGS,02296750,2011-05-12,66.3,A,1.877
USGS,02296750,2011-05-13,66.6,A,1.886
USGS,02296750,2011-05-14,64.3,A,1.821
USGS,02296750,2011-05-15,105,A,2.973
USGS,02296750,2011-05-16,111,A,3.143
USGS,02296750,2011-05-17,104,A,2.945
USGS,02296750,2011-05-18,87.1,A,2.466
USGS,02296750,2011-05-19,75,A,2.124
USGS,02296750,2011-05-20,64.9,A,1.838
USGS,02296750,2011-05-21,55.7,A,1.577
USGS,02296750,2011-05-22,50.1,A,1.419
USGS,02296750,2011-05-23,45.6,A,1.291
USGS,02296750,2011-05-24,44.5,A,1.26
USGS,02296750,2011-05-25,40.5,A,1.147
USGS,02296750,2011-05-26,38.9,A,1.102
USGS,02296750,2011-05-27,40,A,1.133
USGS,02296750,2011-05-28,37.6,A,1.065
USGS,02296750,2011-05-29,84.5,A,2.393
USGS,02296750,2011-05-30,65.5,A,1.855
USGS,02296750,2011-05-31,50.8,A,1.438
USGS,02296750,2011-06-01,44,A,1.246
USGS,02296750,2011-06-02,45.4,A,1.286
USGS,02296750,2011-06-03,47.3,A,1.339
USGS,02296750,2011-06-04,45.5,A,1.288
USGS,02296750,2011-06-05,40.3,A,1.141
USGS,02296750,2011-06-06,34.4,A,0.974
USGS,02296750,2011-06-07,30.2,A,0.855
USGS,02296750,2011-06-08,26.1,A,0.739
USGS,02296750,2011-06-09,24,A,0.68
USGS,02296750,2011-06-10,23.5,A,0.665
USGS,02296750,2011-06-11,24.3,A,0.688
USGS,02296750,2011-06-12,23.6,A,0.668
USGS,02296750,2011-06-13,22.2,A,0.629
USGS,02296750,2011-06-14,20.6,A,0.583
USGS,02296750,2011-06-15,19.1,A,0.541
USGS,02296750,2011-06-16,18.1,A,0.513
USGS,02296750,2011-06-17,18.4,A,0.521
USGS,02296750,2011-06-18,20.9,A,0.592
USGS,02296750,2011-06-19,27.7,A,0.784
USGS,02296750,2011-06-20,27.1,A,0.767
USGS,02296750,2011-06-21,27.7,A,0.784
USGS,02296750,2011-06-22,40.2,A,1.138
USGS,02296750,2011-06-23,52.9,A,1.498
USGS,02296750,2011-06-24,49.1,A,1.39
USGS,02296750,2011-06-25,61.6,A,1.744
USGS,02296750,2011-06-26,103,A,2.917
USGS,02296750,2011-06-27,218,A,6.173
USGS,02296750,2011-06-28,243,A,6.881
USGS,02296750,2011-06-29,209,A,5.918
USGS,02296750,2011-06-30,398,A,11.27
USGS,02296750,2011-07-01,819,A,23.191
USGS,02296750,2011-07-02,1120,A,31.715
USGS,02296750,2011-07-03,1190,A,33.697
USGS,02296750,2011-07-04,899,A,25.457
USGS,02296750,2011-07-05,621,A,17.585
USGS,02296750,2011-07-06,462,A,13.082
USGS,02296750,2011-07-07,413,A,11.695
USGS,02296750,2011-07-08,441,A,12.488
USGS,02296750,2011-07-09,559,A,15.829
USGS,02296750,2011-07-10,646,A,18.293
USGS,02296750,2011-07-11,581,A,16.452
USGS,02296750,2011-07-12,503,A,14.243
USGS,02296750,2011-07-13,458,A,12.969
USGS,02296750,2011-07-14,427,A,12.091
USGS,02296750,2011-07-15,410,A,11.61
USGS,02296750,2011-07-16,420,A,11.893
USGS,02296750,2011-07-17,680,A,19.255
USGS,02296750,2011-07-18,771,A,21.832
USGS,02296750,2011-07-19,541,A,15.319
USGS,02296750,2011-07-20,396,A,11.213
USGS,02296750,2011-07-21,317,A,8.976
USGS,02296750,2011-07-22,275,A,7.787
USGS,02296750,2011-07-23,323,A,9.146
USGS,02296750,2011-07-24,535,A,15.15
USGS,02296750,2011-07-25,607,A,17.188
USGS,02296750,2011-07-26,475,A,13.451
USGS,02296750,2011-07-27,368,A,10.421
USGS,02296750,2011-07-28,340,A,9.628
USGS,02296750,2011-07-29,322,A,9.118
USGS,02296750,2011-07-30,283,A,8.014
USGS,02296750,2011-07-31,239,A,6.768
USGS,02296750,2011-08-01,217,A,6.145
USGS,02296750,2011-08-02,295,A,8.353
