agency_cd,site_no,Date,Discharge_CFS,Discharge_Code,Discharge_CMS
USGS,02296750,1995-01-01,1060,A,30.016
USGS,02296750,1995-01-02,1000,A,28.317
USGS,02296750,1995-01-03,943,A,26.703
USGS,02296750,1995-01-04,888,A,25.145
USGS,02296750,1995-01-05,859,A,24.324
USGS,02296750,1995-01-06,869,A,24.607
USGS,02296750,1995-01-07,882,A,24.975
USGS,02296750,1995-01-08,958,A,27.128
USGS,02296750,1995-01-09,1070,A,30.299
USGS,02296750,1995-01-10,1080,A,30.582
USGS,02296750,1995-01-11,1000,A,28.317
USGS,02296750,1995-01-12,923,A,26.136
USGS,02296750,1995-01-13,862,A,24.409
USGS,02296750,1995-01-14,887,A,25.117
USGS,02296750,1995-01-15,1180,A,33.414
USGS,02296750,1995-01-16,1530,A,43.325
USGS,02296750,1995-01-17,1690,A,47.855
USGS,02296750,1995-01-18,1640,A,46.44
USGS,02296750,1995-01-19,1520,A,43.042
USGS,02296750,1995-01-20,1400,A,39.644
USGS,02296750,1995-01-21,1280,A,36.246
USGS,02296750,1995-01-22,1190,A,33.697
USGS,02296750,1995-01-23,1100,A,31.149
USGS,02296750,1995-01-24,1020,A,28.883
USGS,02296750,1995-01-25,912,A,25.825
USGS,02296750,1995-01-26,822,A,23.276
USGS,02296750,1995-01-27,755,A,21.379
USGS,02296750,1995-01-28,691,A,19.567
USGS,02296750,1995-01-29,644,A,18.236
USGS,02296750,1995-01-30,615,A,17.415
USGS,02296750,1995-01-31,634,A,17.953
USGS,02296750,1995-02-01,669,A,18.944
USGS,02296750,1995-02-02,681,A,19.284
USGS,02296750,1995-02-03,669,A,18.944
USGS,02296750,1995-02-04,636,A,18.01
USGS,02296750,1995-02-05,596,A,16.877
USGS,02296750,1995-02-06,557,A,15.772
USGS,02296750,1995-02-07,530,A,15.008
USGS,02296750,1995-02-08,528,A,14.951
USGS,02296750,1995-02-09,517,A,14.64
USGS,02296750,1995-02-10,508,A,14.385
USGS,02296750,1995-02-11,496,A,14.045
USGS,02296750,1995-02-12,488,A,13.819
USGS,02296750,1995-02-13,560,A,15.857
USGS,02296750,1995-02-14,873,A,24.721
USGS,02296750,1995-02-15,1020,A,28.883
USGS,02296750,1995-02-16,1050,A,29.733
USGS,02296750,1995-02-17,980,A,27.751
USGS,02296750,1995-02-18,920,A,26.051
USGS,02296750,1995-02-19,880,A,24.919
USGS,02296750,1995-02-20,874,A,24.749
USGS,02296750,1995-02-21,995,A,28.175
USGS,02296750,1995-02-22,1140,A,32.281
USGS,02296750,1995-02-23,1130,A,31.998
USGS,02296750,1995-02-24,1040,A,29.45
USGS,02296750,1995-02-25,931,A,26.363
USGS,02296750,1995-02-26,840,A,23.786
USGS,02296750,1995-02-27,792,A,22.427
USGS,02296750,1995-02-28,761,A,21.549
USGS,02296750,1995-03-01,741,A,20.983
USGS,02296750,1995-03-02,709,A,20.077
USGS,02296750,1995-03-03,671,A,19.001
USGS,02296750,1995-03-04,626,A,17.726
USGS,02296750,1995-03-05,569,A,16.112
USGS,02296750,1995-03-06,538,A,15.234
USGS,02296750,1995-03-07,521,A,14.753
USGS,02296750,1995-03-08,546,A,15.461
USGS,02296750,1995-03-09,901,A,25.513
USGS,02296750,1995-03-10,1230,A,34.83
USGS,02296750,1995-03-11,1110,A,31.432
USGS,02296750,1995-03-12,962,A,27.241
USGS,02296750,1995-03-13,892,A,25.259
USGS,02296750,1995-03-14,845,A,23.928
USGS,02296750,1995-03-15,786,A,22.257
USGS,02296750,1995-03-16,708,A,20.048
USGS,02296750,1995-03-17,604,A,17.103
USGS,02296750,1995-03-18,569,A,16.112
USGS,02296750,1995-03-19,787,A,22.285
USGS,02296750,1995-03-20,1020,A,28.883
USGS,02296750,1995-03-21,1060,A,30.016
USGS,02296750,1995-03-22,1050,A,29.733
USGS,02296750,1995-03-23,984,A,27.864
USGS,02296750,1995-03-24,878,A,24.862
USGS,02296750,1995-03-25,773,A,21.889
USGS,02296750,1995-03-26,680,A,19.255
USGS,02296750,1995-03-27,610,A,17.273
USGS,02296750,1995-03-28,525,A,14.866
USGS,02296750,1995-03-29,461,A,13.054
USGS,02296750,1995-03-30,437,A,12.374
USGS,02296750,1995-03-31,397,A,11.242
USGS,02296750,1995-04-01,375,A,10.619
USGS,02296750,1995-04-02,444,A,12.573
USGS,02296750,1995-04-03,553,A,15.659
USGS,02296750,1995-04-04,507,A,14.357
USGS,02296750,1995-04-05,451,A,12.771
USGS,02296750,1995-04-06,671,A,19.001
USGS,02296750,1995-04-07,1050,A,29.733
USGS,02296750,1995-04-08,1150,A,32.564
USGS,02296750,1995-04-09,1140,A,32.281
USGS,02296750,1995-04-10,1250,A,35.396
USGS,02296750,1995-04-11,1200,A,33.98
USGS,02296750,1995-04-12,1050,A,29.733
USGS,02296750,1995-04-13,917,A,25.967
USGS,02296750,1995-04-14,820,A,23.22
USGS,02296750,1995-04-15,735,A,20.813
USGS,02296750,1995-04-16,641,A,18.151
USGS,02296750,1995-04-17,559,A,15.829
USGS,02296750,1995-04-18,497,A,14.073
USGS,02296750,1995-04-19,465,A,13.167
USGS,02296750,1995-04-20,440,A,12.459
USGS,02296750,1995-04-21,374,A,10.591
USGS,02296750,1995-04-22,292,A,8.269
USGS,02296750,1995-04-23,273,A,7.73
USGS,02296750,1995-04-24,243,A,6.881
USGS,02296750,1995-04-25,223,A,6.315
USGS,02296750,1995-04-26,211,A,5.975
USGS,02296750,1995-04-27,226,A,6.4
USGS,02296750,1995-04-28,269,A,7.617
USGS,02296750,1995-04-29,1060,A,30.016
USGS,02296750,1995-04-30,1650,A,46.723
USGS,02296750,1995-05-01,1390,A,39.36
USGS,02296750,1995-05-02,1020,A,28.883
USGS,02296750,1995-05-03,814,A,23.05
USGS,02296750,1995-05-04,641,A,18.151
USGS,02296750,1995-05-05,544,A,15.404
USGS,02296750,1995-05-06,455,A,12.884
USGS,02296750,1995-05-07,358,A,10.137
USGS,02296750,1995-05-08,306,A,8.665
USGS,02296750,1995-05-09,266,A,7.532
USGS,02296750,1995-05-10,241,A,6.824
USGS,02296750,1995-05-11,225,A,6.371
USGS,02296750,1995-05-12,214,A,6.06
USGS,02296750,1995-05-13,204,A,5.777
USGS,02296750,1995-05-14,179,A,5.069
USGS,02296750,1995-05-15,159,A,4.502
USGS,02296750,1995-05-16,153,A,4.332
USGS,02296750,1995-05-17,149,A,4.219
USGS,02296750,1995-05-18,149,A,4.219
USGS,02296750,1995-05-19,146,A,4.134
USGS,02296750,1995-05-20,147,A,4.163
USGS,02296750,1995-05-21,140,A,3.964
USGS,02296750,1995-05-22,138,A,3.908
USGS,02296750,1995-05-23,134,A,3.794
USGS,02296750,1995-05-24,127,A,3.596
USGS,02296750,1995-05-25,125,A,3.54
USGS,02296750,1995-05-26,125,A,3.54
USGS,02296750,1995-05-27,130,A,3.681
USGS,02296750,1995-05-28,119,A,3.37
USGS,02296750,1995-05-29,123,A,3.483
USGS,02296750,1995-05-30,117,A,3.313
USGS,02296750,1995-05-31,105,A,2.973
USGS,02296750,1995-06-01,102,A,2.888
USGS,02296750,1995-06-02,121,A,3.426
USGS,02296750,1995-06-03,150,A,4.248
USGS,02296750,1995-06-04,264,A,7.476
USGS,02296750,1995-06-05,669,A,18.944
USGS,02296750,1995-06-06,936,A,26.505
USGS,02296750,1995-06-07,723,A,20.473
USGS,02296750,1995-06-08,490,A,13.875
USGS,02296750,1995-06-09,365,A,10.336
USGS,02296750,1995-06-10,291,A,8.24
USGS,02296750,1995-06-11,261,A,7.391
USGS,02296750,1995-06-12,266,A,7.532
USGS,02296750,1995-06-13,249,A,7.051
USGS,02296750,1995-06-14,224,A,6.343
USGS,02296750,1995-06-15,213,A,6.031
USGS,02296750,1995-06-16,193,A,5.465
USGS,02296750,1995-06-17,170,A,4.814
USGS,02296750,1995-06-18,142,A,4.021
USGS,02296750,1995-06-19,130,A,3.681
USGS,02296750,1995-06-20,133,A,3.766
USGS,02296750,1995-06-21,177,A,5.012
USGS,02296750,1995-06-22,387,A,10.959
USGS,02296750,1995-06-23,1180,A,33.414
USGS,02296750,1995-06-24,2030,A,57.483
USGS,02296750,1995-06-25,1890,A,53.519
USGS,02296750,1995-06-26,1520,A,43.042
USGS,02296750,1995-06-27,1610,A,45.59
USGS,02296750,1995-06-28,1680,A,47.572
USGS,02296750,1995-06-29,1550,A,43.891
USGS,02296750,1995-06-30,1350,A,38.228
USGS,02296750,1995-07-01,1190,A,33.697
USGS,02296750,1995-07-02,1080,A,30.582
USGS,02296750,1995-07-03,989,A,28.005
USGS,02296750,1995-07-04,917,A,25.967
USGS,02296750,1995-07-05,840,A,23.786
USGS,02296750,1995-07-06,779,A,22.059
USGS,02296750,1995-07-07,702,A,19.878
USGS,02296750,1995-07-08,556,A,15.744
USGS,02296750,1995-07-09,587,A,16.622
USGS,02296750,1995-07-10,578,A,16.367
USGS,02296750,1995-07-11,505,A,14.3
USGS,02296750,1995-07-12,503,A,14.243
USGS,02296750,1995-07-13,713,A,20.19
USGS,02296750,1995-07-14,815,A,23.078
USGS,02296750,1995-07-15,870,A,24.636
USGS,02296750,1995-07-16,813,A,23.022
USGS,02296750,1995-07-17,810,A,22.937
USGS,02296750,1995-07-18,1160,A,32.848
USGS,02296750,1995-07-19,1840,A,52.103
USGS,02296750,1995-07-20,2100,A,59.465
USGS,02296750,1995-07-21,2260,A,63.996
USGS,02296750,1995-07-22,2030,A,57.483
USGS,02296750,1995-07-23,1840,A,52.103
USGS,02296750,1995-07-24,1780,A,50.404
USGS,02296750,1995-07-25,1640,A,46.44
USGS,02296750,1995-07-26,1800,A,50.97
USGS,02296750,1995-07-27,3260,A,92.313
USGS,02296750,1995-07-28,3790,A,107.321
USGS,02296750,1995-07-29,3960,A,112.135
USGS,02296750,1995-07-30,3890,A,110.153
USGS,02296750,1995-07-31,3770,A,106.755
USGS,02296750,1995-08-01,3870,A,109.586
USGS,02296750,1995-08-02,4100,A,116.099
USGS,02296750,1995-08-03,4530,A,128.275
USGS,02296750,1995-08-04,4900,A,138.753
USGS,02296750,1995-08-05,5170,A,146.398
USGS,02296750,1995-08-06,5380,A,152.345
USGS,02296750,1995-08-07,5500,A,155.743
USGS,02296750,1995-08-08,5510,A,156.026
USGS,02296750,1995-08-09,5350,A,151.495
USGS,02296750,1995-08-10,5110,A,144.699
USGS,02296750,1995-08-11,4980,A,141.018
USGS,02296750,1995-08-12,4860,A,137.62
USGS,02296750,1995-08-13,4580,A,129.691
USGS,02296750,1995-08-14,4300,A,121.762
USGS,02296750,1995-08-15,4200,A,118.931
USGS,02296750,1995-08-16,4120,A,116.665
USGS,02296750,1995-08-17,3970,A,112.418
USGS,02296750,1995-08-18,3760,A,106.471
USGS,02296750,1995-08-19,3490,A,98.826
USGS,02296750,1995-08-20,3220,A,91.18
USGS,02296750,1995-08-21,3000,A e,84.951
USGS,02296750,1995-08-22,3150,A e,89.198
USGS,02296750,1995-08-23,3400,A e,96.277
USGS,02296750,1995-08-24,3800,A e,107.604
USGS,02296750,1995-08-25,4350,A,123.178
USGS,02296750,1995-08-26,5090,A,144.133
USGS,02296750,1995-08-27,5630,A,159.424
USGS,02296750,1995-08-28,5970,A,169.052
USGS,02296750,1995-08-29,6290,A,178.113
USGS,02296750,1995-08-30,6470,A,183.21
USGS,02296750,1995-08-31,6450,A,182.644
USGS,02296750,1995-09-01,6910,A,195.669
USGS,02296750,1995-09-02,7510,A,212.66
USGS,02296750,1995-09-03,7560,A,214.075
USGS,02296750,1995-09-04,7710,A,218.323
USGS,02296750,1995-09-05,7700,A,218.04
USGS,02296750,1995-09-06,7450,A,210.961
USGS,02296750,1995-09-07,6980,A,197.652
USGS,02296750,1995-09-08,6580,A,186.325
USGS,02296750,1995-09-09,6320,A,178.962
USGS,02296750,1995-09-10,6110,A,173.016
USGS,02296750,1995-09-11,5830,A,165.087
USGS,02296750,1995-09-12,5770,A,163.388
USGS,02296750,1995-09-13,5810,A,164.521
USGS,02296750,1995-09-14,5780,A,163.671
USGS,02296750,1995-09-15,5690,A,161.123
USGS,02296750,1995-09-16,5540,A,156.875
USGS,02296750,1995-09-17,5320,A,150.646
USGS,02296750,1995-09-18,5000,A,141.584
USGS,02296750,1995-09-19,4600,A,130.257
USGS,02296750,1995-09-20,4090,A,115.816
USGS,02296750,1995-09-21,3610,A,102.224
USGS,02296750,1995-09-22,3230,A,91.463
USGS,02296750,1995-09-23,3110,A,88.065
USGS,02296750,1995-09-24,2700,A,76.455
USGS,02296750,1995-09-25,2870,A,81.269
USGS,02296750,1995-09-26,2880,A,81.553
USGS,02296750,1995-09-27,2740,A,77.588
USGS,02296750,1995-09-28,2720,A,77.022
USGS,02296750,1995-09-29,2640,A,74.756
USGS,02296750,1995-09-30,2460,A,69.659
USGS,02296750,1995-10-01,2250,A,63.713
USGS,02296750,1995-10-02,2050,A,58.05
USGS,02296750,1995-10-03,1920,A,54.368
USGS,02296750,1995-10-04,1890,A,53.519
USGS,02296750,1995-10-05,2050,A,58.05
USGS,02296750,1995-10-06,2800,A,79.287
USGS,02296750,1995-10-07,3610,A,102.224
USGS,02296750,1995-10-08,4030,A,114.117
USGS,02296750,1995-10-09,4160,A,117.798
USGS,02296750,1995-10-10,4160,A,117.798
USGS,02296750,1995-10-11,5030,A,142.434
USGS,02296750,1995-10-12,5150,A,145.832
USGS,02296750,1995-10-13,4940,A,139.885
USGS,02296750,1995-10-14,4630,A,131.107
USGS,02296750,1995-10-15,4310,A,122.046
USGS,02296750,1995-10-16,3990,A,112.984
USGS,02296750,1995-10-17,3760,A,106.471
USGS,02296750,1995-10-18,3660,A,103.64
USGS,02296750,1995-10-19,3540,A,100.242
USGS,02296750,1995-10-20,3390,A,95.994
USGS,02296750,1995-10-21,3280,A,92.879
USGS,02296750,1995-10-22,3220,A,91.18
USGS,02296750,1995-10-23,3120,A,88.349
USGS,02296750,1995-10-24,2950,A,83.535
USGS,02296750,1995-10-25,2750,A,77.871
USGS,02296750,1995-10-26,2540,A,71.925
USGS,02296750,1995-10-27,2350,A,66.545
USGS,02296750,1995-10-28,2150,A,60.881
USGS,02296750,1995-10-29,1930,A,54.652
USGS,02296750,1995-10-30,1720,A,48.705
USGS,02296750,1995-10-31,1530,A,43.325
USGS,02296750,1995-11-01,1510,A,42.758
USGS,02296750,1995-11-02,2000,A,56.634
USGS,02296750,1995-11-03,2410,A,68.244
USGS,02296750,1995-11-04,2340,A,66.261
USGS,02296750,1995-11-05,2070,A,58.616
USGS,02296750,1995-11-06,1830,A,51.82
USGS,02296750,1995-11-07,1650,A,46.723
USGS,02296750,1995-11-08,1520,A,43.042
USGS,02296750,1995-11-09,1470,A,41.626
USGS,02296750,1995-11-10,1570,A,44.457
USGS,02296750,1995-11-11,1520,A,43.042
USGS,02296750,1995-11-12,1450,A,41.059
USGS,02296750,1995-11-13,1540,A,43.608
USGS,02296750,1995-11-14,1560,A,44.174
USGS,02296750,1995-11-15,1450,A,41.059
USGS,02296750,1995-11-16,1340,A,37.945
USGS,02296750,1995-11-17,1290,A,36.529
USGS,02296750,1995-11-18,1280,A,36.246
USGS,02296750,1995-11-19,1250,A,35.396
USGS,02296750,1995-11-20,1120,A,31.715
USGS,02296750,1995-11-21,943,A,26.703
USGS,02296750,1995-11-22,844,A,23.899
USGS,02296750,1995-11-23,778,A,22.031
USGS,02296750,1995-11-24,749,A,21.209
USGS,02296750,1995-11-25,715,A,20.247
USGS,02296750,1995-11-26,669,A,18.944
USGS,02296750,1995-11-27,641,A,18.151
USGS,02296750,1995-11-28,617,A,17.471
USGS,02296750,1995-11-29,607,A,17.188
USGS,02296750,1995-11-30,608,A,17.217
USGS,02296750,1995-12-01,598,A,16.933
USGS,02296750,1995-12-02,581,A,16.452
USGS,02296750,1995-12-03,564,A,15.971
USGS,02296750,1995-12-04,537,A,15.206
USGS,02296750,1995-12-05,518,A,14.668
USGS,02296750,1995-12-06,507,A,14.357
USGS,02296750,1995-12-07,499,A,14.13
USGS,02296750,1995-12-08,496,A,14.045
USGS,02296750,1995-12-09,485,A,13.734
USGS,02296750,1995-12-10,478,A,13.535
USGS,02296750,1995-12-11,462,A,13.082
USGS,02296750,1995-12-12,464,A,13.139
USGS,02296750,1995-12-13,445,A,12.601
USGS,02296750,1995-12-14,430,A,12.176
USGS,02296750,1995-12-15,423,A,11.978
USGS,02296750,1995-12-16,413,A,11.695
USGS,02296750,1995-12-17,416,A,11.78
USGS,02296750,1995-12-18,429,A,12.148
USGS,02296750,1995-12-19,426,A,12.063
USGS,02296750,1995-12-20,421,A,11.921
USGS,02296750,1995-12-21,421,A,11.921
USGS,02296750,1995-12-22,421,A,11.921
USGS,02296750,1995-12-23,417,A,11.808
USGS,02296750,1995-12-24,415,A,11.751
USGS,02296750,1995-12-25,414,A,11.723
USGS,02296750,1995-12-26,410,A,11.61
USGS,02296750,1995-12-27,410,A,11.61
USGS,02296750,1995-12-28,410,A,11.61
USGS,02296750,1995-12-29,400,A,11.327
USGS,02296750,1995-12-30,385,A,10.902
USGS,02296750,1995-12-31,373,A,10.562
USGS,02296750,1996-01-01,430,A,12.176
USGS,02296750,1996-01-02,721,A,20.416
USGS,02296750,1996-01-03,1470,A,41.626
USGS,02296750,1996-01-04,2030,A,57.483
USGS,02296750,1996-01-05,2300,A,65.129
USGS,02296750,1996-01-06,2360,A,66.828
USGS,02296750,1996-01-07,2340,A,66.261
USGS,02296750,1996-01-08,2320,A,65.695
USGS,02296750,1996-01-09,2280,A,64.562
USGS,02296750,1996-01-10,2220,A,62.863
USGS,02296750,1996-01-11,2110,A,59.749
USGS,02296750,1996-01-12,1970,A,55.784
USGS,02296750,1996-01-13,1840,A,52.103
USGS,02296750,1996-01-14,1750,A,49.554
USGS,02296750,1996-01-15,1670,A,47.289
USGS,02296750,1996-01-16,1560,A,44.174
USGS,02296750,1996-01-17,1470,A,41.626
USGS,02296750,1996-01-18,1410,A,39.927
USGS,02296750,1996-01-19,1370,A,38.794
USGS,02296750,1996-01-20,1330,A,37.661
USGS,02296750,1996-01-21,1280,A,36.246
USGS,02296750,1996-01-22,1220,A,34.547
USGS,02296750,1996-01-23,1150,A,32.564
USGS,02296750,1996-01-24,1040,A,29.45
USGS,02296750,1996-01-25,951,A,26.929
USGS,02296750,1996-01-26,917,A,25.967
USGS,02296750,1996-01-27,922,A,26.108
USGS,02296750,1996-01-28,891,A,25.23
USGS,02296750,1996-01-29,819,A,23.191
USGS,02296750,1996-01-30,744,A,21.068
USGS,02296750,1996-01-31,689,A,19.51
USGS,02296750,1996-02-01,662,A,18.746
USGS,02296750,1996-02-02,661,A,18.717
USGS,02296750,1996-02-03,712,A,20.162
USGS,02296750,1996-02-04,866,A,24.522
USGS,02296750,1996-02-05,867,A,24.551
USGS,02296750,1996-02-06,844,A,23.899
USGS,02296750,1996-02-07,848,A,24.013
USGS,02296750,1996-02-08,848,A,24.013
USGS,02296750,1996-02-09,890,A,25.202
USGS,02296750,1996-02-10,979,A,27.722
USGS,02296750,1996-02-11,1010,A,28.6
USGS,02296750,1996-02-12,932,A,26.391
USGS,02296750,1996-02-13,776,A,21.974
USGS,02296750,1996-02-14,655,A,18.548
USGS,02296750,1996-02-15,598,A,16.933
USGS,02296750,1996-02-16,604,A,17.103
USGS,02296750,1996-02-17,665,A,18.831
USGS,02296750,1996-02-18,692,A,19.595
USGS,02296750,1996-02-19,653,A,18.491
USGS,02296750,1996-02-20,600,A,16.99
USGS,02296750,1996-02-21,573,A,16.226
USGS,02296750,1996-02-22,559,A,15.829
USGS,02296750,1996-02-23,541,A,15.319
USGS,02296750,1996-02-24,516,A,14.611
USGS,02296750,1996-02-25,495,A,14.017
USGS,02296750,1996-02-26,480,A,13.592
USGS,02296750,1996-02-27,470,A,13.309
USGS,02296750,1996-02-28,460,A,13.026
USGS,02296750,1996-02-29,442,A,12.516
USGS,02296750,1996-03-01,437,A,12.374
USGS,02296750,1996-03-02,460,A,13.026
USGS,02296750,1996-03-03,616,A,17.443
USGS,02296750,1996-03-04,768,A,21.747
USGS,02296750,1996-03-05,694,A,19.652
USGS,02296750,1996-03-06,620,A,17.556
USGS,02296750,1996-03-07,606,A,17.16
USGS,02296750,1996-03-08,647,A,18.321
USGS,02296750,1996-03-09,696,A,19.709
USGS,02296750,1996-03-10,708,A,20.048
USGS,02296750,1996-03-11,683,A,19.34
USGS,02296750,1996-03-12,686,A,19.425
USGS,02296750,1996-03-13,757,A,21.436
USGS,02296750,1996-03-14,778,A,22.031
USGS,02296750,1996-03-15,733,A,20.756
USGS,02296750,1996-03-16,625,A,17.698
USGS,02296750,1996-03-17,558,A,15.801
USGS,02296750,1996-03-18,501,A,14.187
USGS,02296750,1996-03-19,442,A,12.516
USGS,02296750,1996-03-20,401,A,11.355
USGS,02296750,1996-03-21,365,A,10.336
USGS,02296750,1996-03-22,339,A,9.599
USGS,02296750,1996-03-23,328,A,9.288
USGS,02296750,1996-03-24,325,A,9.203
USGS,02296750,1996-03-25,310,A,8.778
USGS,02296750,1996-03-26,294,A,8.325
USGS,02296750,1996-03-27,291,A,8.24
USGS,02296750,1996-03-28,294,A,8.325
USGS,02296750,1996-03-29,431,A,12.205
USGS,02296750,1996-03-30,555,A,15.716
USGS,02296750,1996-03-31,598,A,16.933
USGS,02296750,1996-04-01,721,A,20.416
USGS,02296750,1996-04-02,874,A,24.749
USGS,02296750,1996-04-03,954,A,27.014
USGS,02296750,1996-04-04,966,A,27.354
USGS,02296750,1996-04-05,1010,A,28.6
USGS,02296750,1996-04-06,1080,A,30.582
USGS,02296750,1996-04-07,1120,A,31.715
USGS,02296750,1996-04-08,1120,A,31.715
USGS,02296750,1996-04-09,1080,A,30.582
USGS,02296750,1996-04-10,1020,A,28.883
USGS,02296750,1996-04-11,948,A,26.844
USGS,02296750,1996-04-12,853,A,24.154
USGS,02296750,1996-04-13,753,A,21.323
USGS,02296750,1996-04-14,730,A,20.671
USGS,02296750,1996-04-15,673,A,19.057
USGS,02296750,1996-04-16,590,A,16.707
USGS,02296750,1996-04-17,537,A,15.206
USGS,02296750,1996-04-18,514,A,14.555
USGS,02296750,1996-04-19,497,A,14.073
USGS,02296750,1996-04-20,474,A,13.422
USGS,02296750,1996-04-21,461,A,13.054
USGS,02296750,1996-04-22,410,A,11.61
USGS,02296750,1996-04-23,355,A,10.052
USGS,02296750,1996-04-24,324,A,9.175
USGS,02296750,1996-04-25,309,A,8.75
USGS,02296750,1996-04-26,301,A,8.523
USGS,02296750,1996-04-27,285,A,8.07
USGS,02296750,1996-04-28,269,A,7.617
USGS,02296750,1996-04-29,266,A,7.532
USGS,02296750,1996-04-30,277,A,7.844
USGS,02296750,1996-05-01,323,A,9.146
USGS,02296750,1996-05-02,363,A,10.279
USGS,02296750,1996-05-03,363,A,10.279
USGS,02296750,1996-05-04,305,A,8.637
USGS,02296750,1996-05-05,264,A,7.476
USGS,02296750,1996-05-06,242,A,6.853
USGS,02296750,1996-05-07,226,A,6.4
USGS,02296750,1996-05-08,218,A,6.173
USGS,02296750,1996-05-09,203,A,5.748
USGS,02296750,1996-05-10,197,A,5.578
USGS,02296750,1996-05-11,192,A,5.437
USGS,02296750,1996-05-12,199,A,5.635
USGS,02296750,1996-05-13,186,A,5.267
USGS,02296750,1996-05-14,255,A,7.221
USGS,02296750,1996-05-15,237,A,6.711
USGS,02296750,1996-05-16,205,A,5.805
USGS,02296750,1996-05-17,187,A,5.295
USGS,02296750,1996-05-18,171,A,4.842
USGS,02296750,1996-05-19,158,A,4.474
USGS,02296750,1996-05-20,150,A,4.248
USGS,02296750,1996-05-21,170,A,4.814
USGS,02296750,1996-05-22,245,A,6.938
USGS,02296750,1996-05-23,242,A,6.853
USGS,02296750,1996-05-24,229,A,6.485
USGS,02296750,1996-05-25,251,A,7.108
USGS,02296750,1996-05-26,255,A,7.221
USGS,02296750,1996-05-27,240,A,6.796
USGS,02296750,1996-05-28,216,A,6.116
USGS,02296750,1996-05-29,220,A,6.23
USGS,02296750,1996-05-30,262,A,7.419
USGS,02296750,1996-05-31,361,A,10.222
USGS,02296750,1996-06-01,480,A,13.592
USGS,02296750,1996-06-02,547,A,15.489
USGS,02296750,1996-06-03,499,A,14.13
USGS,02296750,1996-06-04,455,A,12.884
USGS,02296750,1996-06-05,424,A,12.006
USGS,02296750,1996-06-06,379,A,10.732
USGS,02296750,1996-06-07,330,A,9.345
USGS,02296750,1996-06-08,286,A,8.099
USGS,02296750,1996-06-09,308,A,8.722
USGS,02296750,1996-06-10,384,A,10.874
USGS,02296750,1996-06-11,352,A,9.968
USGS,02296750,1996-06-12,329,A,9.316
USGS,02296750,1996-06-13,370,A,10.477
USGS,02296750,1996-06-14,390,A,11.044
USGS,02296750,1996-06-15,363,A,10.279
USGS,02296750,1996-06-16,355,A,10.052
USGS,02296750,1996-06-17,370,A,10.477
USGS,02296750,1996-06-18,391,A,11.072
USGS,02296750,1996-06-19,410,A,11.61
USGS,02296750,1996-06-20,386,A,10.93
USGS,02296750,1996-06-21,422,A,11.95
USGS,02296750,1996-06-22,638,A,18.066
USGS,02296750,1996-06-23,690,A,19.539
USGS,02296750,1996-06-24,691,A,19.567
USGS,02296750,1996-06-25,704,A,19.935
USGS,02296750,1996-06-26,786,A,22.257
USGS,02296750,1996-06-27,893,A,25.287
USGS,02296750,1996-06-28,1010,A,28.6
USGS,02296750,1996-06-29,1170,A,33.131
USGS,02296750,1996-06-30,1190,A,33.697
USGS,02296750,1996-07-01,1180,A,33.414
USGS,02296750,1996-07-02,1100,A,31.149
USGS,02296750,1996-07-03,963,A,27.269
USGS,02296750,1996-07-04,857,A,24.268
USGS,02296750,1996-07-05,806,A,22.823
USGS,02296750,1996-07-06,829,A,23.475
USGS,02296750,1996-07-07,888,A,25.145
USGS,02296750,1996-07-08,954,A,27.014
USGS,02296750,1996-07-09,991,A,28.062
USGS,02296750,1996-07-10,975,A,27.609
USGS,02296750,1996-07-11,925,A,26.193
USGS,02296750,1996-07-12,883,A,25.004
USGS,02296750,1996-07-13,998,A,28.26
USGS,02296750,1996-07-14,1150,A,32.564
USGS,02296750,1996-07-15,1170,A,33.131
USGS,02296750,1996-07-16,1240,A,35.113
USGS,02296750,1996-07-17,1220,A,34.547
USGS,02296750,1996-07-18,1150,A,32.564
USGS,02296750,1996-07-19,1050,A,29.733
USGS,02296750,1996-07-20,930,A,26.335
USGS,02296750,1996-07-21,855,A,24.211
USGS,02296750,1996-07-22,826,A,23.39
USGS,02296750,1996-07-23,781,A,22.115
USGS,02296750,1996-07-24,739,A,20.926
USGS,02296750,1996-07-25,694,A,19.652
USGS,02296750,1996-07-26,628,A,17.783
USGS,02296750,1996-07-27,550,A,15.574
USGS,02296750,1996-07-28,497,A,14.073
USGS,02296750,1996-07-29,460,A,13.026
USGS,02296750,1996-07-30,416,A,11.78
USGS,02296750,1996-07-31,401,A,11.355
USGS,02296750,1996-08-01,411,A,11.638
USGS,02296750,1996-08-02,442,A,12.516
USGS,02296750,1996-08-03,438,A,12.403
USGS,02296750,1996-08-04,488,A,13.819
USGS,02296750,1996-08-05,518,A,14.668
USGS,02296750,1996-08-06,521,A,14.753
USGS,02296750,1996-08-07,510,A,14.442
USGS,02296750,1996-08-08,505,A,14.3
USGS,02296750,1996-08-09,570,A,16.141
USGS,02296750,1996-08-10,726,A,20.558
USGS,02296750,1996-08-11,634,A,17.953
USGS,02296750,1996-08-12,558,A,15.801
USGS,02296750,1996-08-13,516,A,14.611
USGS,02296750,1996-08-14,526,A,14.895
USGS,02296750,1996-08-15,555,A,15.716
USGS,02296750,1996-08-16,589,A,16.679
USGS,02296750,1996-08-17,615,A,17.415
USGS,02296750,1996-08-18,702,A,19.878
USGS,02296750,1996-08-19,861,A,24.381
