SimDate,Flow,TN,TP
12/7/1999 12:00,9.12341,1.54201,0.8402
12/8/1999 12:00,6.98291,1.53783,0.83547
12/9/1999 12:00,6.48575,1.55539,0.85039
12/10/1999 12:00,5.00631,1.5737,0.86478
12/11/1999 12:00,6.17578,1.57383,0.86525
12/12/1999 12:00,4.86363,1.5772,0.86707
12/13/1999 12:00,4.46025,1.59057,0.87537
12/14/1999 12:00,7.0389,1.56761,0.85649
12/15/1999 12:00,8.35605,1.53761,0.82963
12/16/1999 12:00,7.17095,1.54123,0.83144
12/17/1999 12:00,6.06824,1.55867,0.84535
12/18/1999 12:00,4.62471,1.58216,0.85587
12/19/1999 12:00,5.39803,1.5747,0.8337
12/20/1999 12:00,12.3386,1.53146,0.78639
12/21/1999 12:00,12.59201,1.5342,0.79158
12/22/1999 12:00,16.67034,1.56469,0.86905
12/23/1999 12:00,20.35792,1.54514,0.92273
12/24/1999 12:00,22.90741,1.51224,0.92249
12/25/1999 12:00,20.92949,1.50555,0.91377
12/26/1999 12:00,18.63141,1.49581,0.89089
12/27/1999 12:00,13.06003,1.50699,0.89327
12/28/1999 12:00,10.61595,1.51171,0.89193
12/29/1999 12:00,11.27886,1.49746,0.87088
12/30/1999 12:00,9.77887,1.49824,0.86103
12/31/1999 12:00,7.48874,1.51821,0.87117
1/1/2000 12:00,7.71626,1.52654,0.87018
1/2/2000 12:00,7.74368,1.52717,0.86028
1/3/2000 12:00,5.99975,1.54384,0.86683
1/4/2000 12:00,5.66677,1.56089,0.87535
1/5/2000 12:00,8.26215,1.54232,0.85189
1/6/2000 12:00,6.01131,1.54816,0.85424
1/7/2000 12:00,4.93392,1.57704,0.87377
1/8/2000 12:00,6.1391,1.57432,0.8686
1/9/2000 12:00,3.97209,1.58659,0.8742
1/10/2000 12:00,4.03423,1.60468,0.88518
1/11/2000 12:00,6.74412,1.58136,0.86476
1/12/2000 12:00,6.73802,1.56143,0.84677
1/13/2000 12:00,3.69988,1.58866,0.86733
1/14/2000 12:00,9.72096,1.56115,0.8429
1/15/2000 12:00,5.88787,1.57499,0.8518
1/16/2000 12:00,2.64023,1.61366,0.88034
1/17/2000 12:00,3.00827,1.63051,0.89266
1/18/2000 12:00,4.25096,1.63148,0.89721
1/19/2000 12:00,3.37018,1.63836,0.90238
1/20/2000 12:00,2.9239,1.64544,0.90469
1/21/2000 12:00,8.86972,1.59549,0.86258
1/22/2000 12:00,3.33728,1.59093,0.85857
1/23/2000 12:00,3.14277,1.63176,0.8914
1/24/2000 12:00,3.38339,1.66814,0.90068
1/25/2000 12:00,11.09524,1.69641,0.85306
1/26/2000 12:00,8.5626,2.03823,0.81385
1/27/2000 12:00,10.29097,2.60433,0.79529
1/28/2000 12:00,8.87801,2.89261,0.8364
1/29/2000 12:00,7.89585,2.77493,0.86452
1/30/2000 12:00,8.41288,2.5361,0.86911
1/31/2000 12:00,8.9783,2.28396,0.86302
2/1/2000 12:00,8.01144,2.10267,0.86454
2/2/2000 12:00,8.34231,1.96317,0.85664
2/3/2000 12:00,4.76543,1.89765,0.87181
2/4/2000 12:00,4.4961,1.85875,0.88726
2/5/2000 12:00,6.05475,1.78139,0.87332
2/6/2000 12:00,5.91632,1.70518,0.85757
2/7/2000 12:00,3.25421,1.69033,0.87339
2/8/2000 12:00,4.26846,1.67841,0.88474
2/9/2000 12:00,3.91931,1.65993,0.88635
2/10/2000 12:00,3.07076,1.66261,0.89512
2/11/2000 12:00,2.77689,1.67702,0.90765
2/12/2000 12:00,3.40856,1.67517,0.90964
2/13/2000 12:00,2.73486,1.67246,0.9098
2/14/2000 12:00,2.40074,1.68336,0.91604
2/15/2000 12:00,5.602,1.65905,0.89345
2/16/2000 12:00,3.29433,1.64128,0.87893
2/17/2000 12:00,2.7456,1.66389,0.89788
2/18/2000 12:00,2.71862,1.68005,0.91068
2/19/2000 12:00,2.42623,1.69248,0.9194
2/20/2000 12:00,3.52466,1.69045,0.91556
2/21/2000 12:00,5.69153,1.66169,0.8853
2/22/2000 12:00,3.48098,1.65749,0.87572
2/23/2000 12:00,1.94014,1.69107,0.90089
2/24/2000 12:00,2.2776,1.71486,0.92187
2/25/2000 12:00,2.17094,1.73014,0.93553
2/26/2000 12:00,2.19792,1.74089,0.94415
2/27/2000 12:00,2.17947,1.74863,0.94992
2/28/2000 12:00,2.32025,1.74488,0.94901
2/29/2000 12:00,4.02802,1.71696,0.92619
3/1/2000 12:00,2.09948,1.70348,0.91266
3/2/2000 12:00,2.4045,1.71577,0.92321
3/3/2000 12:00,2.04072,1.72574,0.93069
3/4/2000 12:00,1.7321,1.73171,0.9326
3/5/2000 12:00,5.29424,1.70326,0.90919
3/6/2000 12:00,2.65166,1.66964,0.88426
3/7/2000 12:00,2.56572,1.67509,0.89198
3/8/2000 12:00,2.26969,1.69955,0.91017
3/9/2000 12:00,2.25652,1.7351,0.93434
3/10/2000 12:00,2.33366,1.74775,0.94333
3/11/2000 12:00,2.21335,1.75625,0.94869
3/12/2000 12:00,2.57172,1.72591,0.92981
3/13/2000 12:00,2.82025,1.65254,0.88237
3/14/2000 12:00,2.28944,1.64515,0.87433
3/15/2000 12:00,2.11841,1.69291,0.90185
3/16/2000 12:00,1.85453,1.72897,0.92332
3/17/2000 12:00,2.50753,1.71386,0.9143
3/18/2000 12:00,2.65478,1.68344,0.89428
3/19/2000 12:00,2.83689,1.67997,0.88782
3/20/2000 12:00,2.59561,1.70677,0.89884
3/21/2000 12:00,3.07979,1.68194,0.87628
3/22/2000 12:00,2.88724,1.63383,0.83799
