time,TN
1999-05-16,1.9399874561056005
1999-05-17,1.9214692781153178
1999-05-18,1.9062377431734492
1999-05-19,1.9053860449636357
1999-05-20,1.9118258442245442
1999-05-21,1.9221904145187076
1999-05-22,1.9118786591087014
1999-05-23,1.9005785426892432
1999-05-24,1.8949462170536115
1999-05-25,1.9085409141716232
1999-05-26,1.917391905809588
1999-05-27,1.9317120762188158
1999-05-28,1.9399287532948697
1999-05-29,1.9226597408249506
1999-05-30,1.901702697915353
1999-05-31,1.8791608477935646
1999-06-01,1.8520550378897418
1999-06-02,2.4492460379388046
1999-06-03,2.941540839699254
1999-06-04,2.9098447470170017
1999-06-05,2.7329851346017517
1999-06-06,2.5335088517385502
1999-06-07,2.3737764112763937
1999-06-08,2.278495211846587
1999-06-09,2.2053191860793313
1999-06-10,2.1453124911866297
1999-06-11,2.0791230233133
1999-06-12,2.0518505986984077
1999-06-13,2.03871401917344
1999-06-14,2.032509298786235
1999-06-15,2.0392298989840065
1999-06-16,2.0415611839901002
1999-06-17,2.026177431718409
1999-06-18,2.000612313768708
1999-06-19,1.985958363733343
1999-06-20,1.974918855867299
1999-06-21,1.958269164737865
1999-06-22,1.966140014539738
1999-06-23,1.981041233128293
1999-06-24,1.9866879103391757
1999-06-25,1.9801077155475537
1999-06-26,1.9485092411979974
1999-06-27,1.9239976655977555
1999-06-28,1.9240655465785947
1999-06-29,1.9203039448351797
1999-06-30,1.9216859669073565
1999-07-01,1.9465403005934732
1999-07-02,1.9606852360522171
1999-07-03,1.9420026727627822
1999-07-04,1.9148452834987864
1999-07-05,1.9053147572839628
1999-07-06,1.903476814535227
1999-07-07,1.8929022849677244
1999-07-08,1.8883319115562047
1999-07-09,1.9003908542708636
1999-07-10,1.9071244275184596
1999-07-11,1.9091789262058574
1999-07-12,1.915223223178784
1999-07-13,1.9077955516858647
1999-07-14,1.8826062231939662
1999-07-15,1.856836135741447
1999-07-16,1.8509626886640764
1999-07-17,1.85886779732954
1999-07-18,1.862109875062819
1999-07-19,1.876969515488454
1999-07-20,1.87918503360419
1999-07-21,1.851834356626788
1999-07-22,1.8450257684056126
1999-07-23,1.8536819024845266
1999-07-24,1.8657436062087263
1999-07-25,1.8886236222798942
1999-07-26,1.9067228111115258
1999-07-27,1.9179602545589134
1999-07-28,1.9222504491613404
1999-07-29,1.912824598915056
1999-07-30,1.9002383787758512
1999-07-31,1.8957705793616764
1999-08-01,1.892417631362182
1999-08-02,1.8675766783651075
1999-08-03,1.867712625042409
1999-08-04,1.8704788121445937
1999-08-05,1.8550800428409404
1999-08-06,1.8295649177710167
1999-08-07,1.8217554738233175
1999-08-08,1.8296274578942529
1999-08-09,1.8340073101618375
1999-08-10,1.8438540719344303
1999-08-11,2.5364120650790656
1999-08-12,3.06643787864199
1999-08-13,2.979681552168869
1999-08-14,2.757213607983354
1999-08-15,2.5285472472754607
1999-08-16,2.3261652593147186
1999-08-17,2.183390431342542
1999-08-18,2.1113677282495336
1999-08-19,2.0822416032988458
1999-08-20,2.0783323351604013
1999-08-21,2.0678784479659127
1999-08-22,2.059638920220796
1999-08-23,2.0492579261084027
1999-08-24,2.031543416449582
1999-08-25,2.0082876638489067
1999-08-26,1.9902413515394044
1999-08-27,1.9555677979573445
1999-08-28,1.9373196036748892
1999-08-29,1.9475712339241735
1999-08-30,1.960003835649812
1999-08-31,1.9561011894830587
1999-09-01,1.9618520842885183
1999-09-02,1.9619682029737788
1999-09-03,1.9478902199108046
1999-09-04,1.9323007612796248
1999-09-05,1.9137890604041536
1999-09-06,1.901353307668034
1999-09-07,1.8887353858204885
1999-09-08,1.871465125099761
1999-09-09,1.875468552147128
1999-09-10,1.8928363767006589
1999-09-11,1.9212644206185254
1999-09-12,1.9461413115217265
1999-09-13,1.951181139353962
1999-09-14,1.9319442971091232
1999-09-15,1.9110008841915997
1999-09-16,1.8972951065638821
1999-09-17,1.8998003801257344
1999-09-18,1.9275651583642812
1999-09-19,1.9362845760459706
1999-09-20,1.9343404649189317
1999-09-21,1.9490672005841827
1999-09-22,1.9716502281985724
1999-09-23,1.972378989391824
1999-09-24,1.9600636509947642
1999-09-25,1.943164513702474
1999-09-26,1.925362177078376
1999-09-27,1.927574960316123
1999-09-28,1.9151194884988443
1999-09-29,3.2059333786914856
1999-09-30,3.9631167711650717
1999-10-01,3.5935654390118525
1999-10-02,3.1529601385244335
1999-10-03,2.793378990025887
1999-10-04,2.51986901402016
1999-10-05,2.3248199999398778
1999-10-06,2.2016689661841675
1999-10-07,2.1265520512231983
1999-10-08,2.0698067371689897
1999-10-09,2.016727188405518
1999-10-10,1.9911180325371625
1999-10-11,2.000372716065014
1999-10-12,2.0234224586317233
1999-10-13,2.017615770281102
1999-10-14,2.0166914443053807
1999-10-15,2.014607362733305
1999-10-16,1.9912654933501202
1999-10-17,1.9786747855200404
1999-10-18,1.9462649649595887
1999-10-19,1.9448553678980927
1999-10-20,1.9524756097554667
1999-10-21,1.9521744234344265
1999-10-22,1.9540869742286098
1999-10-23,1.9591907848277288
1999-10-24,1.9580643010929935
1999-10-25,1.9558169416651714
1999-10-26,1.965530480754519
1999-10-27,1.9596840995686782
1999-10-28,1.9317435542558747
1999-10-29,1.9091552447623403
1999-10-30,1.8883538310575891
1999-10-31,1.900793519652131
1999-11-01,1.9101620969948565
1999-11-02,1.8903819116960754
1999-11-03,1.867827597390766
1999-11-04,1.8668481147236806
1999-11-05,1.8793512846224423
1999-11-06,1.8888450815451323
1999-11-07,1.8678996339627851
1999-11-08,1.863374825953089
1999-11-09,1.8710806534602697
1999-11-10,1.8643674699891442
1999-11-11,1.8574491205601336
1999-11-12,1.879224072148697
1999-11-13,1.9045151395073936
1999-11-14,1.9197594306059107
1999-11-15,1.9328296319133567
1999-11-16,1.945467045411462
1999-11-17,1.941999675241767
1999-11-18,1.9448168339153036
1999-11-19,1.9355399381286145
1999-11-20,1.9403403028786743
1999-11-21,1.9410186372007345
1999-11-22,1.9269876210532437
1999-11-23,1.8939821066057843
1999-11-24,1.8668487170727854
1999-11-25,1.8828774962382449
1999-11-26,1.9054168380006997
1999-11-27,1.91094227727176
1999-11-28,1.9238026192205355
1999-11-29,1.93742920038566
1999-11-30,1.9325729289494014
1999-12-01,1.9236380047126114
1999-12-02,1.9197190982601233
1999-12-03,1.925839188261648
1999-12-04,1.9379543044775691
1999-12-05,1.9440918827893519
1999-12-06,1.9395209134064277
1999-12-07,1.9281982272801113
1999-12-08,1.9204224486843262
1999-12-09,1.9170074440836455
1999-12-10,1.9290436866459224
1999-12-11,1.9501698792305697
1999-12-12,1.9739024978766713
1999-12-13,1.9755268479560977
1999-12-14,1.9549567579399947
1999-12-15,1.9205135807720228
1999-12-16,1.9198034640307686
1999-12-17,1.9321687645449521
1999-12-18,1.9489166630935757
1999-12-19,1.9626299886798657
1999-12-20,1.9785312795239165
1999-12-21,1.977979924773489
1999-12-22,1.955401506622349
1999-12-23,1.9159305212041366
1999-12-24,1.8922573654947898
1999-12-25,1.8951311903288934
1999-12-26,1.890519743855
1999-12-27,1.8888960333278404
1999-12-28,1.9159924391494392
1999-12-29,1.9425248567891775
1999-12-30,1.95018986234151
1999-12-31,1.9520418720638675
2000-01-01,1.9581224558402412
2000-01-02,1.9623911483659398
2000-01-03,1.9532467188608553
2000-01-04,1.9520367411131458
2000-01-05,1.9456285490941512
2000-01-06,1.9354375752448942
2000-01-07,1.920916483876881
2000-01-08,1.9018703543166346
2000-01-09,1.8851219858961887
2000-01-10,1.8811831650826947
2000-01-11,1.8931450180333915
2000-01-12,1.905419688380827
2000-01-13,1.888068494744542
2000-01-14,1.8706582243350087
2000-01-15,1.877790785316015
2000-01-16,1.8875497113158757
2000-01-17,1.8807964489154645
2000-01-18,1.88223793079798
2000-01-19,1.8975902155434694
2000-01-20,1.9006262703014123
2000-01-21,1.9115426145354915
2000-01-22,1.9296264756648105
2000-01-23,1.9293781826759528
2000-01-24,1.9276021201566618
2000-01-25,1.9244543403176375
2000-01-26,1.9126055309248158
2000-01-27,1.9061117507233094
2000-01-28,1.8896724420947735
2000-01-29,1.8791984335132532
2000-01-30,1.8947787212864857
2000-01-31,1.9306403502840825
2000-02-01,1.9443190288691792
2000-02-02,1.9277045920613904
2000-02-03,1.918896554158212
2000-02-04,1.9115361875773729
2000-02-05,1.898423299717675
2000-02-06,1.896565190512912
2000-02-07,1.8931894090421355
2000-02-08,1.8738316102808645
2000-02-09,1.858931521499423
2000-02-10,1.84912618427654
2000-02-11,1.8496937574483372
2000-02-12,1.8419923155007176
2000-02-13,1.825516753002413
2000-02-14,1.819662400835173
2000-02-15,1.8241910351659105
2000-02-16,1.8275691145464814
2000-02-17,1.8546693039182522
2000-02-18,1.8708462528109882
2000-02-19,1.8604047754406223
2000-02-20,1.851121427655441
2000-02-21,1.8393267847546666
2000-02-22,1.8328279298293195
2000-02-23,1.8420612834809484
2000-02-24,1.857287670267412
2000-02-25,1.884953309166748
2000-02-26,1.9014964870297324
2000-02-27,1.9169712743228735
2000-02-28,1.9122896884381482
2000-02-29,1.9027004525487385
2000-03-01,1.8939341595185857
2000-03-02,1.8976047035234265
2000-03-03,1.9124035209216121
2000-03-04,1.9053876815927648
2000-03-05,1.896113588684044
2000-03-06,1.8893422661842207
2000-03-07,1.906763244131074
2000-03-08,1.9063145167836306
2000-03-09,1.91418200457931
2000-03-10,1.9183562422857239
2000-03-11,1.910543170001496
2000-03-12,1.9148593081664587
2000-03-13,1.9380700858458055
2000-03-14,1.9515047368634815
2000-03-15,1.9417759563761277
2000-03-16,1.932647166052054
2000-03-17,1.9197342009898917
2000-03-18,1.891613937356484
2000-03-19,1.8637607877914362
2000-03-20,1.8194841279907936
2000-03-21,1.7895510582515464
2000-03-22,1.7525371402339949
2000-03-23,1.7453048884284683
2000-03-24,1.7491753753318646
2000-03-25,1.7735828064761447
2000-03-26,1.8308840244334517
2000-03-27,1.8521506381374246
2000-03-28,1.831465793910628
2000-03-29,1.8138710994939198
2000-03-30,1.815278789925963
2000-03-31,1.826548505398409
2000-04-01,1.8555497464523545
2000-04-02,1.8723650877419709
2000-04-03,1.8770026113026341
2000-04-04,1.8767150173072078
2000-04-05,1.8570310881417718
2000-04-06,1.8372454023869622
2000-04-07,1.8351083215573696
2000-04-08,1.8388606280952078
2000-04-09,1.8523013995348394
2000-04-10,1.8628200065404097
2000-04-11,1.8824798397493678
2000-04-12,1.9174116066703624
2000-04-13,1.955889533094654
2000-04-14,1.9674933713073885
2000-04-15,1.9438815558402152
2000-04-16,1.9203896011918862
2000-04-17,1.905063061045554
2000-04-18,1.8913615421019843
2000-04-19,1.8606552732546064
2000-04-20,1.8413801366617306
2000-04-21,1.8424456174583907
2000-04-22,1.8336605398905634
2000-04-23,1.8418647940574486
2000-04-24,1.858926907669158
2000-04-25,1.8625946658571484
2000-04-26,1.8781561866803866
2000-04-27,1.9016329951313038
2000-04-28,1.8893282172573025
2000-04-29,1.8615822457515814
2000-04-30,1.8458251699061612
2000-05-01,1.8398444141771593
2000-05-02,1.8358699410200994
2000-05-03,1.8343054912014596
2000-05-04,1.8323340608024279
2000-05-05,1.8525925509768453
2000-05-06,1.859957407319243
2000-05-07,1.851837855827405
2000-05-08,1.8442979575876945
2000-05-09,1.8559058513412618
2000-05-10,1.8627090917625635
2000-05-11,1.862463804180334
2000-05-12,1.870412068165532
2000-05-13,1.8782410299544583
2000-05-14,1.8688099251739885
2000-05-15,1.8595185078352465
2000-05-16,1.8619086278409283
2000-05-17,1.8440582617130583
2000-05-18,1.829399722252556
2000-05-19,1.8495147937161698
2000-05-20,1.8680655916077047
2000-05-21,1.8558921223003277
2000-05-22,1.849136115779699
2000-05-23,1.8589210818591468
2000-05-24,1.8730905949516912
2000-05-25,1.9069752067150063
2000-05-26,1.9463716171101326
2000-05-27,1.9681103586872044
2000-05-28,1.9696872269489525
2000-05-29,1.9604313436734053
2000-05-30,1.9492990900255418
2000-05-31,1.9464665802799783
2000-06-01,1.9418189086236943
2000-06-02,1.921997855214548
2000-06-03,1.9617359233420666
2000-06-04,1.994396668143001
2000-06-05,1.9796306386751086
2000-06-06,2.1554729001997113
2000-06-07,2.31276241901643
2000-06-08,2.3220837432584416
2000-06-09,2.296206277236059
2000-06-10,2.2371941958917843
2000-06-11,2.167949678265382
2000-06-12,2.128949381931705
2000-06-13,2.1017998339841584
2000-06-14,2.073082371563981
2000-06-15,2.0653042644305932
2000-06-16,2.0412682928825996
2000-06-17,2.014753075475717
2000-06-18,2.0217502217985897
2000-06-19,2.002022786504045
2000-06-20,1.9881388620444145
2000-06-21,2.0036361321202687
2000-06-22,1.9921395251902136
2000-06-23,1.9770178843986421
2000-06-24,1.9467213007174713
2000-06-25,1.9059477762887727
2000-06-26,1.87001587660474
2000-06-27,1.859669434436244
2000-06-28,1.8560913361307776
2000-06-29,1.8638224928018967
2000-06-30,1.864513990799909
2000-07-01,1.8719703655951723
2000-07-02,1.8890663810879438
2000-07-03,1.9098306772575462
2000-07-04,1.9305677161909278
2000-07-05,1.937730723548434
2000-07-06,1.915866360971853
2000-07-07,1.8957454369513813
2000-07-08,1.9052002740767728
2000-07-09,1.9273113304244762
2000-07-10,1.9326411011483515
2000-07-11,1.9346339917094226
2000-07-12,1.933275909442121
2000-07-13,1.9302479201200924
2000-07-14,1.9263577785800479
2000-07-15,1.9031737079242432
2000-07-16,1.8750019270781892
2000-07-17,1.8564299436566896
2000-07-18,1.8417863884837204
2000-07-19,1.832602705214848
2000-07-20,1.8265290718981917
2000-07-21,1.8180410497708754
2000-07-22,1.8189555405272655
2000-07-23,1.829410360016564
2000-07-24,1.8293011856159578
2000-07-25,1.8438888909743805
2000-07-26,1.8358717634288022
2000-07-27,1.824166273916689
2000-07-28,1.8168931465458318
2000-07-29,1.810095843900717
2000-07-30,1.7946695024852277
2000-07-31,1.796876031055435
2000-08-01,1.8001168697434005
2000-08-02,1.7931432542526093
2000-08-03,1.7838152040183484
2000-08-04,1.7787968169767832
2000-08-05,1.8053578745449472
2000-08-06,1.83539293484504
2000-08-07,1.860138449961977
2000-08-08,1.8799096666213664
2000-08-09,1.892669276193731
2000-08-10,1.8934681474848853
2000-08-11,1.8916549004190284
2000-08-12,1.8745585030329732
2000-08-13,1.8649438220064645
2000-08-14,1.8683665205921125
2000-08-15,1.8851391731772797
2000-08-16,1.8956509927381204
2000-08-17,1.9014749648133398
2000-08-18,1.8822312663978789
2000-08-19,1.8804949199123533
2000-08-20,1.8928069429158587
2000-08-21,1.893724482733264
2000-08-22,1.8703002333591918
2000-08-23,1.84692964926389
2000-08-24,1.847237962256888
2000-08-25,1.8757657819454916
2000-08-26,1.899558085573345
2000-08-27,1.8985671713866015
2000-08-28,1.9082990630672185
2000-08-29,1.9282942551965792
2000-08-30,1.9203767938928265
2000-08-31,1.9090455386661116
2000-09-01,1.9113682482575192
2000-09-02,1.9342391732420738
2000-09-03,1.9684053241522352
2000-09-04,1.9715811920566884
2000-09-05,1.9538959701279206
2000-09-06,1.9328623799350275
2000-09-07,1.9182826469360301
2000-09-08,1.9289613043641787
2000-09-09,1.9280209337832819
2000-09-10,1.9205581271085557
2000-09-11,1.912331856066927
2000-09-12,1.9047901825717704
2000-09-13,1.9061378384704408
2000-09-14,1.9346116913983749
2000-09-15,1.9561997304707603
2000-09-16,1.9488011109468066
2000-09-17,1.9386817187943781
2000-09-18,1.932475480282516
2000-09-19,1.9110970378321943
2000-09-20,1.909216305109402
2000-09-21,1.9015032381688801
2000-09-22,1.8671655360498922
2000-09-23,1.8483759546350809
2000-09-24,1.8365796973955808
2000-09-25,1.8297068350659276
2000-09-26,1.8337736970010172
2000-09-27,1.8379036736634549
2000-09-28,1.8547045854365576
2000-09-29,1.87507022476039
2000-09-30,1.8754064614873591
2000-10-01,1.8504442937032732
2000-10-02,1.8148464409189087
2000-10-03,1.7997203178218626
2000-10-04,1.7791881166136916
2000-10-05,1.7605036978669142
2000-10-06,1.753769860526254
2000-10-07,1.7738707253399402
2000-10-08,1.7812098526406053
2000-10-09,1.8116855455172187
2000-10-10,1.846711120333892
2000-10-11,1.863112746542986
2000-10-12,1.8606921021019909
2000-10-13,1.8698132321177336
2000-10-14,1.8879246191544263
2000-10-15,1.8948275545990962
2000-10-16,1.8933225526312725
2000-10-17,1.905440627427565
2000-10-18,1.9050060545921421
2000-10-19,1.8966536816028414
2000-10-20,1.8871061708670263
2000-10-21,1.8851571488238816
2000-10-22,1.9071857427650933
2000-10-23,1.9281018117144133
2000-10-24,1.9330312070521614
2000-10-25,1.925776571494183
2000-10-26,1.960127567229161
2000-10-27,1.9881656413259599
2000-10-28,1.9844269646645607
2000-10-29,1.9673505323963862
2000-10-30,1.9588072787441617
2000-10-31,1.967945067619099
2000-11-01,1.9621825553862315
2000-11-02,1.9520655528426012
2000-11-03,1.9456881719301946
2000-11-04,1.9528794557025115
2000-11-05,1.9531486658072594
2000-11-06,1.9521504353533758
2000-11-07,1.9451410844113217
2000-11-08,1.925686604831987
2000-11-09,1.9167354177384894
2000-11-10,1.9101130759823608
2000-11-11,1.9199118366599333
2000-11-12,1.9177674479118583
2000-11-13,1.9044094764164319
2000-11-14,1.892098345145478
2000-11-15,1.8720700553019891
2000-11-16,1.8450136601379654
2000-11-17,1.830268771908628
2000-11-18,1.8190929597873002
2000-11-19,1.800064135783106
2000-11-20,1.8024760285064056
2000-11-21,1.8155660808266674
2000-11-22,1.8168502876716317
2000-11-23,1.8199800224784153
2000-11-24,1.8471019267928939
2000-11-25,1.8723946615535503
2000-11-26,1.8663225085341437
2000-11-27,1.854484504573684
2000-11-28,1.8273393619316414
2000-11-29,1.8099430537540149
2000-11-30,1.8023296486078006
2000-12-01,1.8087927874107643
2000-12-02,1.8189025198298165
2000-12-03,1.8054326462210883
2000-12-04,1.8000557807758522
2000-12-05,1.798620841987582
2000-12-06,1.786365113936797
2000-12-07,1.7805927476807049
2000-12-08,1.7707237004577645
2000-12-09,1.7741468161986715
2000-12-10,1.803557742926064
2000-12-11,1.8344243981156736
2000-12-12,1.8557401640003803
2000-12-13,1.85455167499315
2000-12-14,1.8581340944075873
2000-12-15,1.850441842874366
2000-12-16,1.837554293999949
2000-12-17,1.8447405325557742
2000-12-18,1.858141701636327
2000-12-19,1.867092976456533
2000-12-20,1.8875780392320272
2000-12-21,1.9074639900196786
2000-12-22,1.9251373054923346
2000-12-23,1.9252608295126095
2000-12-24,1.9042086119718022
2000-12-25,1.8818831707561277
2000-12-26,1.8623223959355395
2000-12-27,1.8526769753716699
2000-12-28,1.869908510663765
2000-12-29,1.8994742475060298
2000-12-30,1.9284913068017548
2000-12-31,1.9384114321755774
2001-01-01,1.944271562751852
2001-01-02,1.9498485293350787
2001-01-03,1.9373823766517133
2001-01-04,1.9249228730714696
2001-01-05,1.9281934995811492
2001-01-06,1.9120830095703054
2001-01-07,1.8892341531590362
2001-01-08,1.8737914082766878
2001-01-09,1.8577915351350731
2001-01-10,1.860869359020785
2001-01-11,1.87246128107904
2001-01-12,1.8817936869140652
2001-01-13,1.8857787264943142
2001-01-14,1.8736004783950042
2001-01-15,1.8690564438385717
2001-01-16,1.8798008348708046
2001-01-17,1.8745004392142899
2001-01-18,1.8759436126153703
2001-01-19,1.8778756489067245
2001-01-20,1.8759502835549697
2001-01-21,1.8756166770457083
2001-01-22,1.8590545768542313
2001-01-23,1.8422460804713592
2001-01-24,1.8163239624015608
2001-01-25,1.8128876280974202
2001-01-26,1.8191707228801246
2001-01-27,1.8039969251578936
2001-01-28,1.7807359127805928
2001-01-29,1.7627182020731622
2001-01-30,1.7414329560673645
2001-01-31,1.7305917262242878
2001-02-01,1.7559033665996402
2001-02-02,1.786636564326573
2001-02-03,1.812265140433658
2001-02-04,1.8214056581624012
2001-02-05,1.8135748357819417
2001-02-06,1.813469399510642
2001-02-07,1.839809377603855
2001-02-08,1.863572546865598
2001-02-09,1.891332549747148
2001-02-10,1.9087274287846403
2001-02-11,1.916823131494419
2001-02-12,1.9342062902845354
2001-02-13,1.9481888849515294
2001-02-14,1.9536088883413818
2001-02-15,1.9744968676236985
2001-02-16,1.9776941296426245
2001-02-17,1.9548623007617227
2001-02-18,1.9224190074220004
2001-02-19,1.9011680153881552
2001-02-20,1.916454118162187
2001-02-21,1.9353624870763586
2001-02-22,1.9465938066357382
2001-02-23,1.9554518388606614
2001-02-24,1.9625341462952093
2001-02-25,1.9450888712161496
2001-02-26,1.920680847022028
2001-02-27,1.9067571554722431
2001-02-28,1.882585739824585
2001-03-01,1.8698432481893037
2001-03-02,1.8691948041919397
2001-03-03,1.9106258514308443
2001-03-04,1.948124483616288
2001-03-05,1.9688231474073083
2001-03-06,1.9947618935937343
2001-03-07,2.0258417854998907
2001-03-08,2.036466095037945
2001-03-09,2.0459790066252097
2001-03-10,2.044260576426508
2001-03-11,2.032414367281616
2001-03-12,2.0214591800635113
2001-03-13,2.009206743779919
2001-03-14,1.9837823481525199
2001-03-15,1.95061430347658
2001-03-16,1.921881301345863
2001-03-17,1.8944976204224817
2001-03-18,1.9036345996377482
2001-03-19,1.9498083610905999
2001-03-20,1.9791191158309138
2001-03-21,1.9809128494105548
2001-03-22,1.9836830456782546
2001-03-23,1.9843797017226534
2001-03-24,1.9637031694201277
2001-03-25,1.9331587831913524
2001-03-26,1.9202170672473862
2001-03-27,1.9233950400628792
2001-03-28,1.9292000305147508
2001-03-29,1.932350086179454
2001-03-30,1.9233974774999592
2001-03-31,1.9169412309682174
2001-04-01,1.9150759224380647
2001-04-02,1.9031559347065181
2001-04-03,1.8885824151950719
2001-04-04,1.8880177177336175
2001-04-05,1.8856596328984188
2001-04-06,1.888244482867611
2001-04-07,1.894578022023843
2001-04-08,1.9200024776033453
2001-04-09,1.9540793214171965
2001-04-10,1.9653084138180523
2001-04-11,1.979356818004866
2001-04-12,2.00154957031095
2001-04-13,2.0006289286514365
2001-04-14,1.9985768273424291
2001-04-15,1.9789444472811608
2001-04-16,1.9544523702176482
2001-04-17,1.6145541494603382
2001-04-18,1.4556922191852197
2001-04-19,1.4911841846036584
2001-04-20,1.5538763514002685
2001-04-21,1.6265218129828927
2001-04-22,1.674721845565056
2001-04-23,1.7443235060775728
2001-04-24,1.795858483742259
2001-04-25,1.8099894109816033
2001-04-26,1.819113020982535
2001-04-27,1.8337630311104416
2001-04-28,1.8582448804160192
2001-04-29,1.8936090519435824
2001-04-30,1.898390831853122
2001-05-01,1.911827643015311
2001-05-02,1.9115714165264004
2001-05-03,1.885683797536608
2001-05-04,1.883687249035975
2001-05-05,1.8958533058852418
2001-05-06,1.8839035870550511
2001-05-07,1.88468811807871
2001-05-08,1.8831463164717783
2001-05-09,1.8705923670536069
2001-05-10,1.8729836770288901
2001-05-11,1.8815121822512377
2001-05-12,1.894298603311646
2001-05-13,1.9179615461162383
2001-05-14,1.930069850365673
2001-05-15,1.936474633002031
2001-05-16,1.9472124202040868
2001-05-17,1.9445914015849168
2001-05-18,1.935683735050232
2001-05-19,1.937706140953516
2001-05-20,1.9527773131948536
2001-05-21,1.951875044762949
2001-05-22,1.3928915662388244
2001-05-23,1.2057875313571496
2001-05-24,1.366294960941666
2001-05-25,1.5051737631261972
2001-05-26,1.6036288932343532
2001-05-27,1.6825672947922246
2001-05-28,1.7322463869530276
2001-05-29,1.791491990014061
2001-05-30,1.835099662997183
2001-05-31,1.8500293113421067
2001-06-01,1.837744963834192
2001-06-02,1.8236883530490073
2001-06-03,1.8041125858312046
2001-06-04,1.784638200775279
2001-06-05,1.8159136334506278
2001-06-06,1.8706162833151192
2001-06-07,1.9156887275048173
2001-06-08,1.9279060186319028
2001-06-09,1.9171629333710944
